,title,company,description
444,Commercial en immobilier H/F,Work&You,"#çamatchentrenous  ✅ Conseiller immobilier indépendant  ✅ Le futur de l'immobilier commence ici ! Vous etes formé par la société KEYMEX  ✅ Travailler dans un secteur porteur  ""La société KEYMEX en plein développement recherche pour l'ouverture de son nouveau Centre d'affaire sur le Haillan des conseillers immobilier indépendants  Vous avez envie d'indépendance tout en travaillant en équipe ?  Vous serez accompagné par les formateurs professionnels de KEYMEX, présents de la création de votre entreprise en immobilier au perfectionnement quotidien de vos connaissances !  Au coeur d'un centre d'affaires, vous etes entourée de l'ensemble des métiers pour accompagner votre client : ¨Photographe, Home staging, Diagnostiqueur, courtier en prêt, Déménageur….  Vous pourrez assurer la réactivité nécéssaire pour satisfaire votre client et assurer votre vente » ‍  Votre potentiel permettra de :  Vous etes totalement autonome dans votre travail, vous gérez votre emploi du temps comme vous le souhaitez et génère son propre chiffre d'affaires.  Grâce à la FAC By Keymex, vous aurez toutes les clés en main pour embrasser une carrière épanouissante dans l'immobilier.  A votre compte, vous etes immatriculé au RSAC. Vous travaillez auprès d'un réseau d'agences KEYMEX.  Votre envie de nous rejoindre ?  Votre relationnel, rigueur, capacité d'adaptation, disponibilité, esprit d'équipe... font de vous le candidat idéal !  Avec Work&You ""Provoquer LA rencontre professionnelle"" ! Breezy HR"
445,Agent immobilier indépendant H/F,Work&You,"#çamatchentrenous  ✅ Conseiller immobilier indépendant  ✅ Le futur de l'immobilier commence ici ! Vous etes formé par la société KEYMEX  ✅ Travailler dans un secteur porteur  ""La société KEYMEX en plein développement recherche pour l'ouverture de son nouveau Centre d'affaire sur le Haillan des conseillers immobilier indépendants  Vous avez envie d'indépendance tout en travaillant en équipe ?  Vous serez accompagné par les formateurs professionnels de KEYMEX, présents de la création de votre entreprise en immobilier au perfectionnement quotidien de vos connaissances !  Au coeur d'un centre d'affaires, vous etes entourée de l'ensemble des métiers pour accompagner votre client : ¨Photographe, Home staging, Diagnostiqueur, courtier en prêt, Déménageur….  Vous pourrez assurer la réactivité nécéssaire pour satisfaire votre client et assurer votre vente » ‍  Votre potentiel permettra de :  Vous etes totalement autonome dans votre travail, vous gérez votre emploi du temps comme vous le souhaitez et génère son propre chiffre d'affaires.  Grâce à la FAC By Keymex, vous aurez toutes les clés en main pour embrasser une carrière épanouissante dans l'immobilier.  A votre compte, vous etes immatriculé au RSAC. Vous travaillez auprès d'un réseau d'agences KEYMEX.  Votre envie de nous rejoindre ?  Votre relationnel, rigueur, capacité d'adaptation, disponibilité, esprit d'équipe... font de vous le candidat idéal !  Avec Work&You ""Provoquer LA rencontre professionnelle"" ! Breezy HR"
446,Agent immobilier indépendant H/F,Work&You,"#çamatchentrenous  ✅ Conseiller immobilier indépendant  ✅ Le futur de l'immobilier commence ici ! Vous etes formé par la société KEYMEX  ✅ Travailler dans un secteur porteur  ""La société KEYMEX en plein développement recherche pour l'ouverture de son nouveau Centre d'affaire sur le Haillan des conseillers immobilier indépendants  Vous avez envie d'indépendance tout en travaillant en équipe ?  Vous serez accompagné par les formateurs professionnels de KEYMEX, présents de la création de votre entreprise en immobilier au perfectionnement quotidien de vos connaissances !  Au coeur d'un centre d'affaires, vous etes entourée de l'ensemble des métiers pour accompagner votre client : ¨Photographe, Home staging, Diagnostiqueur, courtier en prêt, Déménageur….  Vous pourrez assurer la réactivité nécéssaire pour satisfaire votre client et assurer votre vente » ‍  Votre potentiel permettra de :  Vous etes totalement autonome dans votre travail, vous gérez votre emploi du temps comme vous le souhaitez et génère son propre chiffre d'affaires.  Grâce à la FAC By Keymex, vous aurez toutes les clés en main pour embrasser une carrière épanouissante dans l'immobilier.  A votre compte, vous etes immatriculé au RSAC. Vous travaillez auprès d'un réseau d'agences KEYMEX.  Votre envie de nous rejoindre ?  Votre relationnel, rigueur, capacité d'adaptation, disponibilité, esprit d'équipe... font de vous le candidat idéal !  Avec Work&You ""Provoquer LA rencontre professionnelle"" ! Breezy HR"
447,Agent immobilier indépendant H/F,Work&You,"#çamatchentrenous  ✅ Conseiller immobilier indépendant  ✅ Le futur de l'immobilier commence ici ! Vous etes formé par la société KEYMEX  ✅ Travailler dans un secteur porteur  ""La société KEYMEX en plein développement recherche pour l'ouverture de son nouveau Centre d'affaire sur le Haillan des conseillers immobilier indépendants  Vous avez envie d'indépendance tout en travaillant en équipe ?  Vous serez accompagné par les formateurs professionnels de KEYMEX, présents de la création de votre entreprise en immobilier au perfectionnement quotidien de vos connaissances !  Au coeur d'un centre d'affaires, vous etes entourée de l'ensemble des métiers pour accompagner votre client : ¨Photographe, Home staging, Diagnostiqueur, courtier en prêt, Déménageur….  Vous pourrez assurer la réactivité nécéssaire pour satisfaire votre client et assurer votre vente » ‍  Votre potentiel permettra de :  Vous etes totalement autonome dans votre travail, vous gérez votre emploi du temps comme vous le souhaitez et génère son propre chiffre d'affaires.  Grâce à la FAC By Keymex, vous aurez toutes les clés en main pour embrasser une carrière épanouissante dans l'immobilier.  A votre compte, vous etes immatriculé au RSAC. Vous travaillez auprès d'un réseau d'agences KEYMEX.  Votre envie de nous rejoindre ?  Votre relationnel, rigueur, capacité d'adaptation, disponibilité, esprit d'équipe... font de vous le candidat idéal !  Avec Work&You ""Provoquer LA rencontre professionnelle"" ! Breezy HR"
448,Commercial en immobilier H/F,Work&You,"#çamatchentrenous  ✅ Conseiller immobilier indépendant  ✅ Le futur de l'immobilier commence ici ! Vous etes formé par la société KEYMEX  ✅ Travailler dans un secteur porteur  ""La société KEYMEX en plein développement recherche pour l'ouverture de son nouveau Centre d'affaire sur le Haillan des conseillers immobilier indépendants  Vous avez envie d'indépendance tout en travaillant en équipe ?  Vous serez accompagné par les formateurs professionnels de KEYMEX, présents de la création de votre entreprise en immobilier au perfectionnement quotidien de vos connaissances !  Au coeur d'un centre d'affaires, vous etes entourée de l'ensemble des métiers pour accompagner votre client : ¨Photographe, Home staging, Diagnostiqueur, courtier en prêt, Déménageur….  Vous pourrez assurer la réactivité nécéssaire pour satisfaire votre client et assurer votre vente » ‍  Votre potentiel permettra de :  Vous etes totalement autonome dans votre travail, vous gérez votre emploi du temps comme vous le souhaitez et génère son propre chiffre d'affaires.  Grâce à la FAC By Keymex, vous aurez toutes les clés en main pour embrasser une carrière épanouissante dans l'immobilier.  A votre compte, vous etes immatriculé au RSAC. Vous travaillez auprès d'un réseau d'agences KEYMEX.  Votre envie de nous rejoindre ?  Votre relationnel, rigueur, capacité d'adaptation, disponibilité, esprit d'équipe... font de vous le candidat idéal !  Avec Work&You ""Provoquer LA rencontre professionnelle"" ! Breezy HR"
449,Agent immobilier indépendant H/F,Work&You,"#çamatchentrenous  ✅ Conseiller immobilier indépendant  ✅ Le futur de l'immobilier commence ici ! Vous etes formé par la société KEYMEX  ✅ Travailler dans un secteur porteur  ""La société KEYMEX en plein développement recherche pour l'ouverture de son nouveau Centre d'affaire sur le Haillan des conseillers immobilier indépendants  Vous avez envie d'indépendance tout en travaillant en équipe ?  Vous serez accompagné par les formateurs professionnels de KEYMEX, présents de la création de votre entreprise en immobilier au perfectionnement quotidien de vos connaissances !  Au coeur d'un centre d'affaires, vous etes entourée de l'ensemble des métiers pour accompagner votre client : ¨Photographe, Home staging, Diagnostiqueur, courtier en prêt, Déménageur….  Vous pourrez assurer la réactivité nécéssaire pour satisfaire votre client et assurer votre vente » ‍  Votre potentiel permettra de :  Vous etes totalement autonome dans votre travail, vous gérez votre emploi du temps comme vous le souhaitez et génère son propre chiffre d'affaires.  Grâce à la FAC By Keymex, vous aurez toutes les clés en main pour embrasser une carrière épanouissante dans l'immobilier.  A votre compte, vous etes immatriculé au RSAC. Vous travaillez auprès d'un réseau d'agences KEYMEX.  Votre envie de nous rejoindre ?  Votre relationnel, rigueur, capacité d'adaptation, disponibilité, esprit d'équipe... font de vous le candidat idéal !  Avec Work&You ""Provoquer LA rencontre professionnelle"" ! Breezy HR"
450,Agent immobilier indépendant H/F,Work&You,"#çamatchentrenous  ✅ Conseiller immobilier indépendant  ✅ Le futur de l'immobilier commence ici ! Vous etes formé par la société KEYMEX  ✅ Travailler dans un secteur porteur  ""La société KEYMEX en plein développement recherche pour l'ouverture de son nouveau Centre d'affaire sur le Haillan des conseillers immobilier indépendants  Vous avez envie d'indépendance tout en travaillant en équipe ?  Vous serez accompagné par les formateurs professionnels de KEYMEX, présents de la création de votre entreprise en immobilier au perfectionnement quotidien de vos connaissances !  Au coeur d'un centre d'affaires, vous etes entourée de l'ensemble des métiers pour accompagner votre client : ¨Photographe, Home staging, Diagnostiqueur, courtier en prêt, Déménageur….  Vous pourrez assurer la réactivité nécéssaire pour satisfaire votre client et assurer votre vente » ‍  Votre potentiel permettra de :  Vous etes totalement autonome dans votre travail, vous gérez votre emploi du temps comme vous le souhaitez et génère son propre chiffre d'affaires.  Grâce à la FAC By Keymex, vous aurez toutes les clés en main pour embrasser une carrière épanouissante dans l'immobilier.  A votre compte, vous etes immatriculé au RSAC. Vous travaillez auprès d'un réseau d'agences KEYMEX.  Votre envie de nous rejoindre ?  Votre relationnel, rigueur, capacité d'adaptation, disponibilité, esprit d'équipe... font de vous le candidat idéal !  Avec Work&You ""Provoquer LA rencontre professionnelle"" ! Breezy HR"
451,Commercial en immobilier H/F,Work&You,"#çamatchentrenous  ✅ Conseiller immobilier indépendant  ✅ Le futur de l'immobilier commence ici ! Vous etes formé par la société KEYMEX  ✅ Travailler dans un secteur porteur  ""La société KEYMEX en plein développement recherche pour l'ouverture de son nouveau Centre d'affaire sur le Haillan des conseillers immobilier indépendants  Vous avez envie d'indépendance tout en travaillant en équipe ?  Vous serez accompagné par les formateurs professionnels de KEYMEX, présents de la création de votre entreprise en immobilier au perfectionnement quotidien de vos connaissances !  Au coeur d'un centre d'affaires, vous etes entourée de l'ensemble des métiers pour accompagner votre client : ¨Photographe, Home staging, Diagnostiqueur, courtier en prêt, Déménageur….  Vous pourrez assurer la réactivité nécéssaire pour satisfaire votre client et assurer votre vente » ‍  Votre potentiel permettra de :  Vous etes totalement autonome dans votre travail, vous gérez votre emploi du temps comme vous le souhaitez et génère son propre chiffre d'affaires.  Grâce à la FAC By Keymex, vous aurez toutes les clés en main pour embrasser une carrière épanouissante dans l'immobilier.  A votre compte, vous etes immatriculé au RSAC. Vous travaillez auprès d'un réseau d'agences KEYMEX.  Votre envie de nous rejoindre ?  Votre relationnel, rigueur, capacité d'adaptation, disponibilité, esprit d'équipe... font de vous le candidat idéal !  Avec Work&You ""Provoquer LA rencontre professionnelle"" ! Breezy HR"
452,Commercial en immobilier H/F,Work&You,"#çamatchentrenous  ✅ Conseiller immobilier indépendant  ✅ Le futur de l'immobilier commence ici ! Vous etes formé par la société KEYMEX  ✅ Travailler dans un secteur porteur  ""La société KEYMEX en plein développement recherche pour l'ouverture de son nouveau Centre d'affaire sur le Haillan des conseillers immobilier indépendants  Vous avez envie d'indépendance tout en travaillant en équipe ?  Vous serez accompagné par les formateurs professionnels de KEYMEX, présents de la création de votre entreprise en immobilier au perfectionnement quotidien de vos connaissances !  Au coeur d'un centre d'affaires, vous etes entourée de l'ensemble des métiers pour accompagner votre client : ¨Photographe, Home staging, Diagnostiqueur, courtier en prêt, Déménageur….  Vous pourrez assurer la réactivité nécéssaire pour satisfaire votre client et assurer votre vente » ‍  Votre potentiel permettra de :  Vous etes totalement autonome dans votre travail, vous gérez votre emploi du temps comme vous le souhaitez et génère son propre chiffre d'affaires.  Grâce à la FAC By Keymex, vous aurez toutes les clés en main pour embrasser une carrière épanouissante dans l'immobilier.  A votre compte, vous etes immatriculé au RSAC. Vous travaillez auprès d'un réseau d'agences KEYMEX.  Votre envie de nous rejoindre ?  Votre relationnel, rigueur, capacité d'adaptation, disponibilité, esprit d'équipe... font de vous le candidat idéal !  Avec Work&You ""Provoquer LA rencontre professionnelle"" ! Breezy HR"
453,Juriste Unique Construction/Promotion H/F,Michael Page,"Michael Page Juridique et Fiscal accompagne ses clients dans le recrutement de leurs cadres juridiques (Paralégal, Juriste, Fiscaliste, Contract Manager, Responsable et Directeur) en CDI. Notre équipe, entièrement issue du monde juridique, intervient sur la France entière et sera votre meilleur partenaire quels que soient votre secteur d'activité et la spécialité recherchée.  Notre client est un acteur de la construction et de la promotion immobilière basé au Bourget.  Rattaché au Directeur Financier de la société, vous êtes recruté dans le cadre d'une création de poste, pour internaliser la fonction juridique.  Vos principales missions sont : Assister et conseiller les opérationnels dans la négociation contractuelle des marchés privés (CPI, marché de travaux, contrat de sous-traitance, convention de groupement, VEFA/BEFA...) ; Conseiller les opérationnels dans le suivi de l'exécution des contrats et assurer le contract management des travaux ; Piloter les précontentieux et les contentieux ; Négocier les polices d'assurances et gérer les sinistres éventuels, en lien avec le courtier. Vous pourrez également être amené à suivre le portefeuille des sociétés en collaboration avec les conseils de l'entreprise et le volet fiscal en lien avec le DAF et les CAC.  Cette liste n'est pas limitative.  Titulaire idéalement d'un 3ème cycle en droit immobilier et/ou de la construction, vous bénéficiez d'au moins 8 ans d'expérience sur des sujets similaires.  Vous êtes spécialisé en construction/promotion, polyvalent et souhaitez rejoindre une entreprise en pleine croissance et vous êtes à l'écoute du marché ? C'est le moment de candidater.  Conditions et Avantages  N/C Recrulex"
454,Ingénieur(e) patrimonial(e),Forsis Family,"RECRUTEMENT POUR SON SIEGE A BEZIERS - FORSIS - 1ÈRE PLATEFORME PATRIMONIALE À 360° - A ÉTÉ ÉLUE CETTE ANNÉE ET POUR LA 4ÈME ANNÉE CONSÉCUTIVE PARMI LES ENTREPRISES DE FRANCE AYANT CONNUE LA PLUS FORTE CROISSANCE DE SON CHIFFRE D’AFFAIRES PAR LE JOURNAL LES ECHOS ET STATISTA… FORSIS PRÉCONISE DES PRODUITS D’INVESTISSEMENT IMMOBILIER DANS DIFFÉRENTS CADRES DE LOI (LOI PINEL, LOI CENSI-BOUVARD, DÉFICIT FONCIER, MALRAUX, LOCATION MEUBLÉE…) ET DE DIFFÉRENTES NATURES (INVESTISSEMENT LOCATIF, RÉSIDENCES ÉTUDIANTES, SENIORS, EHPAD,…). NOUS SOMMES ÉGALEMENT CONSEIL EN INVESTISSEMENTS FINANCIERS ET COURTIER EN ASSURANCE/PRÉVOYANCE. NOUS PRATIQUONS L'APPROCHE PATRIMONIALE GLOBALE.  Les missions consistent à définir les stratégies patrimoniales et réaliser la mission de conseil pour les clients du réseau Family. Après avoir analysé le diagnostic patrimonial réalisé par les conseillers, vous définissez et validez la stratégie à proposer au client pour tout ce qui concerne les placements financiers et éventuellement en assurance et prévoyance.  Vous êtes également le correspondant des société de gestion ou les compagnies pour assurer la gouvernance produit.  Vous devrez justifier d’une première expérience réussie d'au moins 3 années en tant qu'Ingénieur Patrimonial, idéalement dans un un cabinet de CGP. Vous maitrisez les sujets juridiques et fiscaux du métier, les placements financiers, les produits d'épargne ou de prévoyance ainsi que ceux de l'immobilier (Pinel, meublé, déficit foncier, Malraux/MH, etc.). Vous avez le statut CIF et idéalement celui de courtier en assurance ou MIA. Vos capacités à déployer la conformité réglementaire serait un plus.  Salaire : selon profil. Flatchr"
455,Développeur Full Stack – Java J2EE / PHP (F/H),Finaxy Group,"FINAXY Group, courtier multi-spécialiste, créé en 2009 est aujourd'hui classé au 10ème rang des courtiers français. Notre Groupe, en plein développement, se partage en trois grands secteurs : le risque d'entreprise, le risque de particuliers de niche et les grands partenariats, dont les joint-ventures nouées avec Crédit Agricole/LCL d'une part et Covéa/MMA d'autre part.  FINAXY Digital et Technologie, filiale du groupe Finaxy, assure la gestion de l'informatique et du digital du groupe. Il est organisé en 3 pôles : Pôle Développement & Projet, Pôle Progiciel et le Pôle Infrastructure.  Développeur Full Stack – Java J2EE / PHP (F/H)  Description de l'offre  Rattaché(e) au pôle développement et projet, vous serez chargé(e) de la conception, du développement d'applications Web et du support utilisateur.  Vos missions principales sont les suivantes :  – Comprendre et recueillir les besoins exprimés par les utilisateurs – Modéliser en UML (diagramme de séquence, de classe, de collaboration) – Développer les applications Web de manière itérative, incrémentale et adaptative – Assurer les recettes fonctionnelles et techniques – Garantir la qualité du livrable tout en respectant les normes fixées par le Groupe – Procéder à la mise en production – Effectuer la tierce maintenance applicative des applications web existantes – Effectuer les évolutions sur les applications web – Rédiger et mettre à jour les documentations d'exploitation et d'architectures des développements effectués sur les applications web  Profil  De formation supérieure en informatique (école d'ingénieur ou universitaire), vous justifiez d'une expérience de 2 ans minimum sur un poste similaire et maitrisez parfaitement JAVA J2EE.  Qualifications souhaitées – Framework (spring, hibernante etc..), – pattern J2EE – Serveurs applicatifs (jboss, WLS etc.) – Modélisation UML – Base de données et SQL – Connaissances des problématiques d'intégration continue – Pratique des tests unitaires (JUNIT ou TestNG)  Au-delà de vos compétences techniques, vous êtes reconnu(e) pour votre capacité à fédérer et à conduire des projets et vous avez une bonne aisance relationnelle et rédactionnelle.  Des connaissances fonctionnelles Banques / Assurances / Finances seraient un plus. Finaxy Group"
456,Mandataire judiciaire,Fédération Hospitalière de France,"Descriptif  Nous recherchons un(e) mandataire judiciaire à la protection des majeurs à temps complet. Poste à pourvoir dès le 01/07/2021, ouvert aux agents titulaires ou non de la fonction publique.  Le candidat gère les mesures de protection juridique des majeurs hospitalisés (tutelle, curatelle ...) confiées par les Tribunaux en application de la Loi du 5 mars 2007 et de ses textes d'application ; conformément à l'article L.6111-4 CSP et aux dispositions du CASF auxquelles il renvoie.  Il assiste ou représente la personne protégée dans tous ses actes de la vie civile, tant dans la gestion de ses biens que dans la protection de sa personne, en respectant sa volonté, ses droits et ses libertés  Mission : - Assistance et / ou représentation des majeurs protégés - Bilan de la situation socio-économique - Contrôle de la conformité et / ou de la validité des documents - Élaboration et rédaction du Document Individuel de Protection du Majeur (DIPM) - Établissement et suivi du budget des majeurs protégés - Gestion de biens mobiliers, du patrimoine immobilier et financier - Information et conseil auprès des personnels, des usagers et des professionnels - Rédaction de documents contractuels, notes juridiques, requêtes - Rédaction de rapports et signalements aux juges des contentieux de la protection sur la situation du majeur protégé et ses évolutions (inventaire, bilan de début/fin de mesure, compte de gestion annuelle, révision et renouvellement des mesures…) - Accompagnement et suivi quotidien des majeurs protégés - Tenue d'entretiens avec différents interlocuteurs (famille, proches, professionnels de santé, notaire, avocat, courtier …) et rédaction de bilans  Conditions particulières d'exercice : 37.5 heures hebdomadaires - 28 congés annuels / 20 RTT Cycle hebdomadaire : Lundi au vendredi repos fixes  Profil recherché : COMPÉTENCES TECHNIQUES : - Élaboration d'un budget - Optimisation de la gestion des biens mobiliers et immobiliers des personnes protégées - Bases juridiques et réglementaires très solides - Outils informatiques - Connaissance du secteur sanitaire et/ou social  COMPETENCES PROFESSIONNELLES : - Capacité à faire respecter la réglementation ; - Élaboration d'un budget - Optimisation de la gestion des biens mobiliers et immobiliers des personnes protégées - Bases juridiques et réglementaires très solides - Capacité à travailler avec différents interlocuteurs ; - Maîtrise des outils informatiques : word, excel et logiciel métier Médiane un plus  QUALITES REQUISES : - Autonomie, adaptation ; - Précision, rigueur et vigilance ; - Assiduité, disponibilité et adaptabilité ; - Sens du dialogue et de la communication, qualité d'écoute et excellent relationnel ; - Esprit d'équipe ; - Discrétion et respect de la confidentialité  PROFIL RECHERCHÉ : - Diplôme de niveau III et Certificat National de Compétence (CNC) de MJPM - Expérience professionnelle appréciée, avec si possible une connaissance du milieu hospitalier. - Connaissances spécifiques attendues : connaissances en droit social, en économie sociale et en droit privé. Fédération Hospitalière de France"
457,Gestionnaire Production IARD H/F,GEMAG,"Description du poste et Missions  Nous recherchons pour l'un de nos clients , courtier spécialisé en gestion du patrimoine , prêts immobiliers et assurances de biens et personnes un(e) Gestionnaire de production IARD  En charge d 'un portefeuille clients particuliers et professionnels  Vos principales missions seront : Vous assurez le suivi des contrats des clients. Vous traitez les devis, Rédaction des contrats et avenants de renouvellement de police. Vous êtes à l'écoute des clients , les informer , les conseiller sur les différentes garanties prévues dans leurs contrats. Vous accompagnez le client en cas de sinistre et faite le relais avec les compagnies Vous établissez les attestations d'assurance diverses. Réaliser des régularisations. Négocier les renouvellements. Réaliser des études. Vous maitrisez de façon autonome votre métier et vous avez vécu une expérience similaire de 3 ans minimum dans la gestion de portefeuilles.  La connaissance du logiciel EXCALIBUR serait un plus.  Profil recherché  Votre profil :  De formation supérieure en Assurance, vous justifiez d'une expérience confirmée en gestion de contrats en Assurance IARD.  Idéalement acquise en cabinet de courtage ou chez un agent général, votre expérience vous a permis de développer une bonne connaissance de l'IARD et une bonne capacité d'organisation. La connaissance du logiciel Novanet serait un plus.  Doté(e) d'un bon relationnel, vous savez conseiller les clients afin de leur apporter un service et un accompagnement de qualité. Polyvalent(e), vous êtes réactif(ve) et êtes également reconnu(e) pour votre capacité d'adaptation à différents interlocuteurs.  Nous vous proposons :  Nous vous proposons d'intégrer une équipe dynamique et de participer au développement de son activité.  Informations utiles Localisation Bouzonville - 57, France - pas de déplacement Contrat Intérim / mission - 3 mois Salaire 25000,00 à 30000,00 EUR par an Niveau de qualification Technicien/Employé Bac +2 Expérience 1 à 7 ans, + 7 ans Modalités de travail Temps complet Fonction Compta/Gestion/Finance/Audit Secteur Banque/Assurance/Finance Télétravail Non Qui sommes nous ?  GEMAG 6 Rue Paul Eluard • 57525 Talange • France  GEMAG est une agence d'intérim spécialisée.  Elle propose une sélection de professionnels très qualifiés.  Née du groupe allemand OCEAL, présent depuis plus de 20 ans dans le travail temporaire en Allemagne, au Luxembourg et Belgique, GEMAG exerce depuis 2016 en France pour répondre aux demandes du marché Français.  GEMAG s'appuie sur un réseau de collaborateurs fidèles qui lui permet de répondre à vos besoins avec précision et rapidité.  GEMAG est disponible et accessible à tout moment pour vous permettre de respecter vos engagements et assurer des prestations de qualité. Talent Detection"
458,Assistant de Direction Juridique H/F,Skills RH,"Descriptif client  SKILLS RH, cabinet de recrutement et d'intérim spécialisé sur les métiers « Finance/Compta/Paie » et « Assistanat/Supply », recherche pour l'un de ses clients, leur futur(e) Assistant de direction juridique (H/F) en CDI à Clamart 92.  Descriptif du poste  Rattaché(e) à la Responsable Juridique au sein d'une équipe de 3 juristes, vous prendrez en charge les missions suivantes : Gestion du secrétariat administratif et juridique du service Gestion sociale des portefeuilles de sociétés en autonomie Suivi des assurances du groupe en collaboration avec le courtier Profil recherché  Rigoureux, organisé, autonome vous savez être force de proposition.  Aisance et qualités rédactionnelles  Très bonne expression orale  Dynamique, vous faites preuve de réactivité et vous avez développé un esprit d'équipe  Vous êtes reconnu pour votre confidentialité et discrétion  Maîtrise du Pack office, grande maitrise de PowerPoint Skills RH"
459,Développeur Java/ Angular F/H,CBP Group,"Intégrer l'environnement Cbp, c'est s'engager à contribuer à améliorer l'accompagnement des assurés en construisant des relations et des outils d'excellence pour et avec nos partenaires.  Intégrer Cbp, c'est aussi évoluer dans notre Direction des technologies et du digital de 150 collaborateurs qui se donne les moyens de faire avancer les projets du Groupe.  Intégrer Cbp c'est aussi intégrer le Groupe CEP et profiter des opportunités d'un groupe d'envergure internationale et leader sur ses marchés !  Concrètement, qu’est-ce que l’on attend de vous ?  Le terrain de jeu que nous vous offrons au cœur de notre stack technique : Java, JEE, Spring, Spring Boot, Hibernate, Angular, REST, Groovy, AWS, ELK, Grails...  … Le tout dans un environnement on premise en pleine migration vers le cloud AWS et dans une organisation agile  Votre mission, si vous l'acceptez :  Intégré au sein d'une équipe résolument orientée produit, vous collaborez avec le product owner, les experts fonctionnels et les testeurs pour faire évoluer les produits liés à l'activité de gestion des sinistres et les adapter aux différents pays : Développer les User Story Définir les architectures avec le reste de l'équipe Mettre en œuvre les tests unitaires et automatisés Déployer le produit dans les différents environnements Garantir le bon fonctionnement du produit en production, corriger et traiter les incidents ponctuels Votre curiosité vous permet de contribuer à l'évolution des pratiques de l'équipe qui aime se challenger.  Et vous ? Vous justifiez d'une expérience de 3 ans en tant que développeur. Vous maîtrisez JAVA Vous ne connaissez pas ou peu Angular mais vous êtes intéressé par le côté front ? pas de panique, nous vous accompagnons sur votre montée en compétences votre niveau d'anglais à l'écrit est correct pour communiquer avec les équipes à l'international Vous êtes force de proposition aussi bien sur les aspects méthodologiques que techniques Vous avez l'esprit agile, aimez le refactoring, le clean code, l'industrialisation des devs, l'ingénierie du test, de la production et l'innovation. On sait, cela fait beaucoup ;-)  Votre environnement de travail  Au sein de la Direction des Technologies et du Digital de Cbp, vous faites évoluer les applications au travers de projets agiles en scrum, au travers de méthodes orientées DevOps (automatisation forte, intégration et déploiement continus...) avec une démarche résolument tournée vers le cloud (IaaS Amazon WS) avec la construction de notre datalake.  Vous faites partie de la communauté de développeurs de la Direction des Technologies et du Digital de Cbp qui sont impliqués sur l'ensemble des outils de gestion et de vente. Vous pourrez ainsi échanger autour de plusieurs thèmes comme la sécurité, la donnée, l'architecture, les tests...  Vous êtes au fait de toutes les évolutions technologiques mais vous souhaitez toujours en savoir plus ? Chez Cbp, vous participez régulièrement à des conférences (Devoxx, USI, Agile Tour…) ou à des formations pour se maintenir au top.  CBP c'est aujourd'hui 750 collaborateurs dédiés dans leur quotidien à la satisfaction de nos partenaires (assureurs), clients (banques, courtier en crédits, organismes spécialisés, grandes distribution…) et assurés dans le cadre de nos activités de courtage (conseil, accompagnement, expertise) et de gestion de contrats par délégation, en assurance de prêt et de prévoyance individuelle.  C'est aussi intégrer le Groupe CEP et profiter des opportunités d'un groupe d'envergure internationale et leader sur ses marchés !  Pour nous découvrir un peu plus et bien comprendre qui nous sommes, c'est par ici →  Réf: 614d274d-e80e-4114-dd61-08d90e62a133  Je postule à cette offre  Développeur Java/ Angular F/H  CDI  Temps plein  Saint-Herblain  Civilité *  Madame  Monsieur  Nom *  Prénom *  E-mail *  Numéro de téléphone *  Disponibilité  Attentes salariales (brut/an)  Photo  Choisir un fichier  Format autorisé: JPG. Poids maximum : 2 Mo.  CV *  Choisir un fichier  Format: .PDF, .DOCX, .DOC, .RTF, .ODT, .JPG, .TXT. Poids max. : 2 Mo.  Message d'intérêt  Choisir un fichier  Format: .PDF, .DOCX, .DOC, .RTF, .ODT, .JPG, .TXT. Poids max. : 2 Mo.  J'accepte que l'entreprise CBP FRANCE conserve mes données personnelles pendant une durée de 2 ans afin d'être recontacté(e) pour de nouvelles opportunités CBP Group"
