,title,company,description
43,Actuaire - Epargne (H/F),MACIF,"Aéma groupe recrute 1 actuaire (H/F) en CDI temps plein à Niort/Paris.  Changez… Évoluez…Bougez !  Rejoignez la direction Actuariat, au sein de la Direction Finance et Risques d'Aéma Groupe, groupe commun entre Aésio et Macif, pour contribuer au pilotage économique et prudentiel du Groupe et de ses entités.  Vos missions : - Participer au pilotage et à l'évaluation de la solvabilité du groupe - Participer à l'élaboration des prévisions de la solvabilité du groupe - Contribuer aux analyses de la fonction clé actuarielle du Groupe et à l'élaboration du rapport actuariel Groupe, - Mesurer, analyser la rentabilité des opérations d'assurance du groupe, - Participer aux revues des provisions techniques (en normes comptables et solvabilité II) établies par les entités du Groupe, - Contribuer au pilotage et à la coordination des reportings quantitatifs et narratifs réglementaires du groupe (RSR, SFCR), - Piloter, animer et contribuer à la veille actuarielle sur ses domaines de responsabilités, - Assurer le soutien aux entités dans le domaine actuariel, - Participer à l'animation de la communauté actuarielle et de la comitologie associée à ses domaines de responsabilités.  Description du profil recherché  - Vous êtes diplômé(e) d'un BAC+5 en actuariat / finance / statistiques - Vous avez une expérience de 5 ans minimum en actuariat, et, plus particulièrement dans le domaine de l'épargne - Vous détenez de fortes capacités d'analyse et de synthèse - Vous êtes autonome et force de proposition - Vous possédez de bonnes capacités rédactionnelles MACIF"
44,Actuaire - Pilotage Economique (H/F),MACIF,"Aéma groupe recrute 1 actuaire (H/F) en CDI temps plein à Niort/Paris.  Changez… Évoluez…Bougez !  Rejoignez la direction Actuariat, au sein de la Direction Finance et Risques d'Aéma Groupe, groupe commun entre Aésio et Macif, pour contribuer au pilotage économique et prudentiel du Groupe et de ses entités.  Vos missions : - Participer au pilotage économique du Groupe à travers l'élaboration des prévisions d'atterrissage et moyens termes des résultats comptables, - Participer aux suivis des indicateurs de performance économique du groupe, - Mesurer, analyser la rentabilité des opérations d'assurance du groupe, - Contribuer aux analyses de la politique de souscription réalisées par la fonction clé actuarielle du Groupe et à l'élaboration du rapport actuariel Groupe, - Contribuer au pilotage et à la coordination des reportings quantitatifs et narratifs réglementaires du groupe (RSR, SFCR), - Assurer le soutien aux entités dans le domaine actuariel, - Participer à l'animation de la comitologie associée à ses domaines de responsabilités.  Description du profil recherché  - Vous êtes diplômé(e) d'un BAC+5 dans le domaine de l'actuariat / Audit / finance. - Vous justifiez d'une expérience réussie 4/5 ans dans le domaine du pilotage économique assurantiel - Vous avez une très bonne maîtrise des techniques comptables (consolidation, analyse financière des bilans, reporting financier) et des problématiques fiscales - Vous avez de fortes capacités d'analyse et de synthèse - Vous êtes autonome et force de proposition - Vous détenez de bonnes capacités rédactionnelles MACIF"
45,ACTUAIRE RETRAITE CONFIRME H/F,CNP Assurances,"Assureur, coassureur et réassureur, CNP Assurances conçoit des solutions de prévoyance et d'épargne innovantes. Ces solutions sont distribuées par de nombreux partenaires en France, en Europe et en Amérique Latine, notamment au Brésil. Elles s'adaptent au mode de distribution de chaque partenaire, du réseau physique au 100 % online, et aux besoins des clients de chaque pays. Ce modèle ouvert rend CNP Assurances compatible avec tous les univers et l'incite à réinventer la protection des personnes dans un monde qui bouge. Le Groupe compte plus de 35 millions d'assurés en prévoyance/protection dans le monde et plus de 14 millions en épargne/retraite. CNP Assurances est cotée à la Bourse de Paris depuis octobre 1998 (1er marché) et s'appuie sur un actionnariat stable concrétisé par la signature d'un pacte entre ses principaux actionnaires (la Caisse des Dépôts, La Banque Postale, le Groupe BPCE et l'Etat français). Pour plus d'informations, posez vos questions en direct à nos Ambassadeurs sur https://cnp-assurances.career-inspiration.com/app/home  www.cnp.fr @CNP_Assurances  Référence 2021-3342  Description du poste  Métier  ACTUARIAT MODELES STATISTIQUES - ACTUARIAT ET ETUDES TECHNIQUES  Intitulé du poste  ACTUAIRE RETRAITE CONFIRME H/F  Type de Contrat  CDI  Statut  Cadre  Temps de travail  Temps complet  Description de la mission  Le département solution retraite (DSR), est en charge des activités de retraite supplémentaire et de gestion des passifs sociaux des entreprises portées par CNP Assurances ; il concentre les expertises relatives à la conception des produits, la distribution (directe et intermédiée), le suivi technique des dispositifs contractuels et la gestion administrative afférente à son activité (suivi des délégataires, relations avec les fonctions centrales de CNP Assurances : Direction Technique Groupe, Direction Risque Groupe, Fonctions Financières, Direction Juridique Groupe, Conformité).  L'actuariat du département assure le suivi technique des contrats dont la réalisation des reportings techniques clients, elle réalise les tarifications des produits retraite dans le cadre d'évolution de contrats existants ou en réponse à des appels d'offres, il accompagne les équipes commerciales ainsi que les équipes de gestion en fonction de leurs besoins.  Il est également en charge de la mise en place de la politique de souscription et de suivi de son application ; dans le cadre de cette activité l'équipe réalise des indicateurs de rentabilité, assure les relations avec les réassureurs pour les comités techniques et des engagements.  Il est également impliquée dans les travaux de modélisation dans les cadre des règles prudentielles (S2), de valorisation( MCEV) et de comptabilisation (IFRS)  Vous travaillerez sur les missions suivantes:  Pilotage technique des contrats en portefeuille :  - Elaboration, revue et analyse des comptes techniques, de l'équilibre du contrat, du couple rendement/risque,  - Proposition de mesure d'optimisation de l'équilibre technique et de la rentabilité des produits,  - Présentation des comptes et des solutions adaptées aux clients,  - Suivi des aspects de rentabilité du portefeuille (PNA, TRI, coûts en capital S2/ORSA, EV) : analyse des leviers d'optimisation de modélisation en lien avec les équipes supports,  - Elaboration d'outils de simulations pour les équipes de gestion ou commerciales.  Réalisation d'études sur le portefeuille  - Réalisation d'études (de mortalité, de comportement des assurés,) ?  - Elaboration d'outils d'analyse,  Suivi de la réassurance et de la coassurance - Suivi et évolution des traités de réassurance et des accords de coassurance en relation avec nos assureurs partenaires. Participation aux études actifs-passif En relation avec la direction financière de CNP Assurances, Participation à la mise en place de nouveaux produits et à l'évolution des produits existants -Analyse des conséquences des nouvelles réglementations (par exemple Loi PACTE) et propositions d'évolutions de produits, -Tarification, structuration technique, analyse de rentabilité, et participation à la rédaction des documents contractuels - Conception des supports de présentation des comptes techniques et/ou évolutions contractuelles/techniques envisagées. Présentation du dossier en interne et aux clients  Profil  Pour occuper ce poste d'Actuaire Confirmé, vous devez posséder au moins 5 ans d'expérience de préférence en retraite collective.  Compétences et expériences « transversales » souhaitées : - Sens de la communication et diplomatie, - Capacité à travailler en équipe et à fédérer autour de projets transverses - Autonomie (capacité d'organisation, sens de l'initiative)  Classe CCNA  6  Localisation du poste  Localisation du poste  Europe, France, Ile-de-France, Paris (75)  Ville  Paris  Critères candidat  Niveau d'études min. requis  Bac+2  Niveau d'expérience  2-5 ans CNP Assurances"
46,Actuaire - Epargne (H/F),MACIF,"Aéma groupe recrute 1 actuaire (H/F) en CDI temps plein à Paris.  Changez… Évoluez…Bougez !  Rejoignez la direction Actuariat, au sein de la Direction Finance et Risques d'Aéma Groupe, groupe commun entre Aésio et Macif, pour contribuer au pilotage économique et prudentiel du Groupe et de ses entités.  Vos missions : - Participer au pilotage et à l'évaluation de la solvabilité du groupe - Participer à l'élaboration des prévisions de la solvabilité du groupe - Contribuer aux analyses de la fonction clé actuarielle du Groupe et à l'élaboration du rapport actuariel Groupe, - Mesurer, analyser la rentabilité des opérations d'assurance du groupe, - Participer aux revues des provisions techniques (en normes comptables et solvabilité II) établies par les entités du Groupe, - Contribuer au pilotage et à la coordination des reportings quantitatifs et narratifs réglementaires du groupe (RSR, SFCR), - Piloter, animer et contribuer à la veille actuarielle sur ses domaines de responsabilités, - Assurer le soutien aux entités dans le domaine actuariel, - Participer à l'animation de la communauté actuarielle et de la comitologie associée à ses domaines de responsabilités.  Description du profil recherché  - Vous êtes diplômé(e) d'un BAC+5 en actuariat / finance / statistiques - Vous avez une expérience de 5 ans minimum en actuariat, et, plus particulièrement dans le domaine de l'épargne - Vous détenez de fortes capacités d'analyse et de synthèse - Vous êtes autonome et force de proposition - Vous possédez de bonnes capacités rédactionnelles MACIF"
47,Actuaire Produit en Prévoyance Individuelle (F/H),AXA,"Au sein de la direction technique prévoyance individuelle, vous intègrerez l'équipe Technique et offre dont les missions sont : Faire évoluer les offres de prévoyance individuelle (Obsèques, Dépendance, prévoyance des professionnels et des particuliers) Assurer le suivi technique des produits et être garant de leur rentabilité (suivi sinistre et production, construction de table d’expérience, …) Produire et suivre les hypothèses du modèle interne en modélisant les comportements du portefeuille (résiliations, évolution des tarifs, …) Accompagner les services client et les réseaux de distribution dans le développement de la branche Dans l'équipe technique et offre, vous prendrez la responsabilité des sujets suivants : Responsable d’un produit de prévoyance individuelle, vous assurerez le suivi du produit (évolution de l’offre, suivi de production et de sinistralité, évolutions règlementaires, évolutions des applicatifs informatiques, …). Vous serez notamment en charge d'un produit d'assuarnce vie entière (Obsèques) ce qui vous permettra d'avoir une large vision de la construction de : table de mortalité, table d'expérience décès, valeur de rachat, provisions mathématiques... Responsable des hypothèses du modèle interne pour l'ensemble des produits en prévoyance individuelle, vous serez en charge de la production, de l’amélioration et de la revue des lois de modélisation du portefeuille (résiliations, évolution du chiffre d’affaires, …) En charge du suivi des risques (notamment incapacité) et de la rentabilité, vous serez amené à animer des comités sur ce sujet avec la Direction financière et le Risk Management. Accompagner les équipes commerciales et les services clients dans le développement des offres En parallèle, vous pourrez être amené à travailler sur d’autres sujets techniques en lien avec l’activité du périmètre prévoyance individuelle. Encadrer un stage en lien avec les activités de l’équipe (hypothèses du modèle, études techniques, reporting, …) Qualifications  De formation spécialisée en actuariat, vous avez acquis une expérience professionnelle d'au minimum 3 années vous ayant permis de travailler sur des problématiques similaires en prévoyance ou santé, en individuel ou collectif.  Vous maitrisez SAS/VBA et R serait un plus.  Nous vous permettons par ce poste de développer votre posture de référent technique et d'alimenter votre goût pour la programmation. AXA"
48,Chargé de modélisation – actuaire (H/F),Groupe BPCE,"Natixis Assurances conçoit et gère une offre complète de solutions d’assurances de personnes et d’assurances non vie pour les particuliers grand public et gestion privée, les professionnels, les entreprises, les professions libérales, les agriculteurs et les associations.  Filiale à 100 % de Natixis, banque de financement, de gestion, d’assurance et de services financiers du Groupe BPCE, 2e groupe bancaire en France, Natixis Assurances distribue aujourd’hui ses produits d’assurances de personnes (assurance vie, épargne, transmission de patrimoine, retraite, assurance décès, assurance dépendance et assurance des emprunteurs) dans les réseaux des Banques Populaires et dans le réseau des Caisses d’Epargne, et commercialise ses contrats d’assurances non vie (assurance automobile, assurance habitation, complémentaire santé, garantie des accidents de la vie, assurances mobiles, protection juridique, assurance parabancaire, télésurveillance, assurance des professionnels) principalement dans les réseaux Banque Populaire et Caisse d’Epargne.  Poste et missions  A compter du 1er janvier 2023, les assureurs seront soumis à la nouvelle norme comptable IFRS17, impactant la comptabilisation des contrats d’assurance.  Afin de répondre aux enjeux de la mise en place de cette norme, Natixis Assurances a lancé un projet d’entreprise impliquant de nombreuses directions et s’organisant autour de différents grands chantiers dont le chantier « Plateforme » qui vise à créer une plateforme de calcul des provisions / indicateurs multi normes.  Sur ce chantier, les défis de l’année 2021 sont nombreux : Comprendre les besoins d’évolution exprimés sur l’existant, les prioriser, les implémenter et les mettre en production Définir les processus opérationnels cibles permettant la rationalisation des processus multinormes Définir une déclinaison en terme d’implémentation, l’implémenter et la mettre en production Organiser les données en provenance des nombreuses directions impliquées (Inventaire, Produits, Risques, Investissements, Direction Financière) Optimiser les performances de la chaîne de production pour permettre la tenue des jalons dans le cadre notamment, des arrêtés comptables Faire évoluer le socle plateforme pour continuer à améliorer l’expérience utilisateur Le chantier Plateforme est structuré en 3 streams : Un stream « Socle Plateforme » en charge de l’expérience utilisateur, de la définition de l’architecture technique, du développement du back / front Un stream « ESG & Modèles » en charge de l’implémentation des différents modèles de risques Un stream « Indicateurs & Posting » en charge de la définition des processus intra plateforme et de l’intégration de la plateforme dans le SI de Natixis Assurances L’ensemble des chantiers de la tribu sont gérés en agile.  La tribu IFRS17 implique un nombre conséquent de ressources de différentes directions (Direction des Risques / Direction Actuariat d’Inventaire / Direction Financière / Direction des Investissements / Fonction Actuarielle / Directions Produits / DSI) et s’effectue jusqu’à présent dans un contexte humain très agréable dans lequel l’ensemble des ressources ont pour objectif de faire avancer le projet. Ceci est le résultat d’un réel savoir-être des ressources impliquées sur le projet et c’est une qualité que nous recherchons chez ceux qui nous rejoignent.  Vous travaillez sur les aspects projets associés à la mise en place d'une plateforme de calculs d'indicateurs multinormes S2 / IFRS17 / French Gaap en date d'arrêté et en prospectif, particulièrement sur les modèles utilisés dans ce contexte (Epargne/ Retraite/ Obsèques/ ADE/ Prévoyance individuelle). Cette plateforme est mise à disposition d'un nombre important de clients : actuariat d'inventaire, risques, actuariats produits ou encore fonction actuarielle. Finalement, au sein du Chantier Plateforme, en tant que qu'actuaire sur le Stream ESG & Modèles vous participez aux travaux suivants : Prise en compte des besoins utilisateurs, compréhension et formalisation des deltas à apporter à l'existant Rédaction de spécifications fonctionnelles Pilotage des développements avec les développeurs Recette des modèles Profil et compétences requises  De formation supérieure en actuariat, vous disposez d’une expérience de 5 ans minimum, sur un poste similaire. Doté du sens du collectif et du service client, vous comprenez les besoins des différents clients. Vos capacités de communication en transverse vous permettent de contribuer aux processus d'arbitrages à réaliser et de faire le lien avec les équipes en charge de l'implémentation. Enfin, force de proposition vous contribuez à la recette des nouvelles fonctionnalités. Groupe BPCE"
49,Actuaire Senior (H/F),Groupe BPCE,"Natixis Assurances conçoit et gère une offre complète de solutions d’assurances de personnes et d’assurances non-vie pour les particuliers grand public et gestion privée, les professionnels, les entreprises, les professions libérales, les agriculteurs et les associations.  Filiale à 100 % de Natixis, banque de financement, de gestion, d’assurance et de services financiers du Groupe BPCE, 2e groupe bancaire en France, Natixis Assurances : Distribue aujourd’hui ses produits d’assurances de personnes (assurance vie, épargne, transmission de patrimoine, retraite, assurance décès, assurance dépendance et assurance des emprunteurs) dans les réseaux des Banques Populaires et des Caisses d’Epargne. Commercialise ses contrats d’assurances non-vie (assurance automobile, assurance habitation, complémentaire santé, garantie des accidents de la vie, assurances mobiles, protection juridique, assurance parabancaire, télésurveillance, assurance des professionnels) principalement dans les réseaux Banque Populaire et Caisse d’Epargne Poste et missions Au sein de la Direction Actuariat et Data Innovation du Métier Non Vie et rattaché au Responsable technique de l’Actuariat, vous assurez la maîtrise des équilibres techniques, sur le périmètre confié, par les travaux d’évaluation des engagements, solvabilité et réassurance, tout en assurant une documentation, une formalisation de ces travaux et une veille méthodologique.  En interne du département, ponctuellement vous aurez en charge l’animation de groupes de travail et la revue des travaux des chargés d’études.  Vos activités principales seront les suivantes :  Assurer les travaux d’évaluation des engagements : Calculer les provisions pour sinistres à payer et les provisions mathématiques de rentes (Norme française, Solvabilité 2, IFRS 17) Etablir et analyser les résultats techniques à l’ultime Implémenter des techniques de Machine Learning pour améliorer le process Assurer des travaux Solvabilité II : Calculer le SCR Cat Calculer les USP (volatilité des risques de primes et de réserves) Elaborer les QRT (reportings règlementaires) Participer à la projection du compte de résultat dans le cadre du business plan et de l’ORSA : Projeter les expositions, les charges, les primes, les bonis/malis, la réassurance, etc. Assurer la modélisation de la réassurance : Modéliser la charge des sinistres Calculer les sommes assurées Participer à l’optimisation du programme de réassurance Réaliser des études transverses aux différents produits d’assurance  Profil et compétences requises  De formation supérieure en Actuariat et membre de l’Institut des actuaires, vous justifiez d'une expérience professionnelle significative de 5 ans minimum, sur des missions similaires. Vous avez des bonnes connaissances techniques sur les produits d’assurance Non-Vie et en particulier des produits Auto et MRH. Vous avez connaissance approfondie des méthodes de provisionnement Non Vie et des outils SAS. Vous maîtrisez les outils bureautiques et la suite office et vous avez des connaissances des langages R ou Python. Doté d’un excellent relationnel, vous êtes reconnu pour votre esprit d’analyse et de synthèse et pour vos qualités rédactionnelles. Vous êtes force de proposition et vous avez le goût du travail en équipe. Enfin, rigueur, organisation, autonomie sont autant d'atouts qui vous permettront de réussir à ce poste. Groupe BPCE"
50,ALTERNANCE - Actuaire suivi des risques H/F,Crédit Agricole,"Crédit Agricole Assurances, premier assureur en France, rassemble les filiales assurances du Crédit Agricole. Le groupe propose une gamme de produits et services en épargne, retraite, santé, prévoyance et assurance des biens. Ils sont distribués par les banques du groupe Crédit Agricole en France et dans 7 pays dans le monde, par des conseillers en gestion patrimoniale et des agents généraux. Les compagnies de Crédit Agricole Assurances s'adressent aux particuliers, professionnels, agriculteurs et entreprises. A fin 2019, Crédit Agricole Assurances compte 4 700 collaborateurs et son chiffre d'affaires s'élève à 37 milliards d'euros (normes IFRS).  Référence 2021-55755  Date de parution 30/03/2021  Description du poste  Type de métier  Types de métiers Crédit Agricole S.A. - Analyse financière et économique  Intitulé du poste  ALTERNANCE - Actuaire suivi des risques H/F  Type de contrat  Alternance / Apprentissage  Durée (en mois)  12 à 24 mois  Cadre / Non Cadre  Non cadre  Missions  Au sein de la Direction de l'Actuariat Pôle Vie, vous serez rattaché au Responsable de l'unité Data Risk Monitoring (DRM). Cette unité, à taille humaine, analyse les évolutions de portefeuilles des différentes Business Units (BU épargne / retraite individuelle, prévoyance / emprunteurs, assurances collectives), apprécie l'évolution des risques de souscription et formule le cas échéant des préconisations de redressement.  Vous serez chargé de réaliser des études risques en lien avec les objectifs et priorités de l'équipe dont les objectifs sont de produire des indicateurs et études permettant l'appréciation de la dérive des risques techniques et de préconiser les leviers de pilotage de ces risques à la Gouvernance.  Au-delà des outils de statistiques descriptives, l'équipe souhaite mettre en oeuvre des approches basées sur la Data Science, donnant ainsi l'opportunité de développer des approches innovantes.  Pour les études Data Science, les principales missions seront de bâtir les bases de données internes et externes nécessaires à l'étude, mettre en œuvre les algorithmes Data Science en environnement Python, analyser la pertinence des résultats et restituer sous forme de synthèses les résultats obtenus. Le sujet sera défini en fonction des demandes et enjeux au moment de la réalisation du mémoire. Crédit Agricole"
51,Actuaire validation du modèle interne non vie en stage H/F,Groupama,"Description du poste  Intitulé du poste  Actuaire validation du modèle interne non vie en stage H/F  Description de la mission  Au sein de la Direction des Risques Opérationnels et du Contrôle Permanent, vous rejoindrez l'équipe de Validation du Modèle Interne pour un stage de 3 à 6 mois au sein du quel vous serez chargé(e) d'une mission portant sur le modèle interne (Pilier 1 - Solvency 2 ). Plus précisément, ces travaux porteront sur les modèles du risque de primes, de réserves et CAT Groupe et Solo développés sur le périmètre des risques de souscription en assurance non vie (SCR primes, réserves et CAT). Jeune et dynamique, l'équipe de Validation du Modèle Interne est guidée par les objectifs et les missions qui sont à l'origine de sa création : - Assurer le respect de la politique du modèle interne; - Assurer une veille réglementaire sur les modèles internes et les thématiques connexes - - Suivre les publications des régulateurs et superviseurs sur les modèles internes (ACPR, EIOPA) - Anticiper les évolutions à conduire afin d'assurer la conformité du dispositif interne. - Assurer la validation interne du modèle interne  Votre mission s'intégrera dans le cadre des revues des modules du modèle menées par l'équipe de Validation de Modèle Interne. Vous serez amené(e) à contribuer également à la mise en place de la politique de la validation du modèle interne et de ses outils comme le calcul miroir, back testing, Résultat d'attribution des profits et des pertes, test de sensibilité, stress tests, stress tests inverse, analyse de scenario, test de stabilité.  Profil  Vous êtes de formation Bac +5 Vous avez des prérequis en termes des modèles de provisionnement et des simulations stochastiques des profits et pertes en assurance non vie.  Une bonne maîtrise des outils R, Excel et VBA est nécessaire Une connaissance de l'outil ResQ (WillisTowersWatson) et d'une plateforme de simulation (Risk Explorer) est un plus. Groupama"
52,Actuaire en alternance H/F,Groupama,"Description du poste  Intitulé du poste  Actuaire en alternance H/F  Description de la mission  Au sein de la Direction des Risques Opérationnels et du Contrôle Permanent, vous rejoindrez l'équipe de Validation du Modèle Interne pour un stage de 3 à 6 mois au sein du quel vous serez chargé(e) d'une mission portant sur le modèle interne (Pilier 1 - Solvency 2 ). Plus précisément, ces travaux porteront sur les modèles du risque de primes, de réserves et CAT Groupe et Solo développés sur le périmètre des risques de souscription en assurance non vie (SCR primes, réserves et CAT). Jeune et dynamique, l'équipe de Validation du Modèle Interne est guidée par les objectifs et les missions qui sont à l'origine de sa création : - Assurer le respect de la politique du modèle interne; - Assurer une veille réglementaire sur les modèles internes et les thématiques connexes - - Suivre les publications des régulateurs et superviseurs sur les modèles internes (ACPR, EIOPA) - Anticiper les évolutions à conduire afin d'assurer la conformité du dispositif interne. - Assurer la validation interne du modèle interne  Votre mission s'intégrera dans le cadre des revues des modules du modèle menées par l'équipe de Validation de Modèle Interne. Vous serez amené(e) à contribuer également à la mise en place de la politique de la validation du modèle interne et de ses outils comme le calcul miroir, back testing, Résultat d'attribution des profits et des pertes, test de sensibilité, stress tests, stress tests inverse, analyse de scenario, test de stabilité.  Profil  Vous êtes de formation Bac +5 Vous avez des prérequis sont nécessaires en termes des modèles de provisionnement et des simulations stochastiques des profits et pertes en assurance non vie.  Une bonne maîtrise des outils R, Excel et VBA est nécessaire Une connaissance de l'outil ResQ (WillisTowersWatson) et d'une plateforme de simulation (Risk Explorer) est un plus. Groupama"
53,Actuaire Inventaire & S2 non-vie - H/F,BNP Paribas,"Société d'assurance dommages créée en 2018, Cardif IARD est détenue par BNP Paribas Cardif (66%) et Matmut (34%). Elle propose des assurances Auto, 2 Roues, Habitation, Scolaire et Protection Juridique à destination des clients particuliers de BNP Paribas et, à terme, à d'autres partenaires distributeurs.  Elle gère plus de 650 000 contrats, qui sont distribués en omni-canal : agences, sites internet, applis, centres de banque privée, centres de relations clients...  Cardif IARD accompagne ses clients en s'appuyant sur le savoir-faire et l'engagement de plus de 350 collaborateurs situés en région parisienne et à Rouen, ainsi que sur l'expertise et la solidité de ses deux actionnaires.  Notre direction technique recherche Actuaire Inventaire & S2 non-vie – H/F à Nanterre  CONTEXTE ET ENJEUX  Le service Inventaire & S2 de Cardif IARD, rattaché à la Direction Actuariat, a pour mission principale de valoriser et de suivre les engagements envers les assurés et de participer aux calculs de besoins en fonds propres (SCR souscription). Le service intervient également sur de nombreux sujets de réassurance et de calculs prospectifs (atterrissages, business plan).  Le périmètre d’intervention concerne aussi bien le portefeuille Cardif IARD (1ers contrats en 2018) que le portefeuille Natio (Run Off).  Les travaux requièrent d’échanger avec plusieurs directions / services / tiers dont l’Indemnisation, la Finance (comptabilité, contrôle de gestion), la Direction Générale, les risques, la tarification, Analytics, Actuariat Cardif, le courtier en réassurance, les Commissaires aux Comptes, etc  Vous intégrerez une équipe de 4 personnes dont votre futur responsable.  MISSIONS ET ACTIVITES  Maître de vos sujets, vous saurez travailler en toute autonomie. Toutefois, de nombreux échanges et quelques travaux en équipe, vous permettront d’avoir une connaissance de l’ensemble des activités du périmètre et vous permettront d’y apporter votre aide et votre expertise. Vous effectuerez un suivi de la sinistralité détaillé (attritionnelle, graves, évènements climatiques et catastrophes naturelles) quantitative et qualitative Vous serez en charge des évaluations des PM de rentes, des simulations des rentes futures, et des calculs du SCR Vie Vous contribuerez aux calculs des provisions de Cardif IARD et de Natio, ainsi qu’à la production des remontées Groupe et reporting règlementaires Vous participerez aux travaux de projections des sinistres (modélisation de la fin du portefeuille Natio, participation à l’alimentation du Business Plan) Vous aiderez à la mise en place de la nouvelle norme IFRS 17 Vous réaliserez des études statistiques et actuarielles de façon ponctuelle APPORT DU POSTE  Cardif IARD étant une société récente, vous évoluerez dans un cadre de recherche et de développement constant ce qui vous permettra de contribuer à différents projets transverses.  Qualifications  PROFIL  Avec une forte appétence pour le provisionnement et la modélisation actuarielle, vous êtes diplômé d’un Bac+5 minimum d’une école d’ingénieur ou équivalent universitaire avec une spécialisation en Actuariat. Les mathématiques appliquées, les statistiques et l’environnement actuariat non vie n’ont plus de secrets pour vous.  Vous bénéficiez d’une première expérience professionnelle dans le domaine de l’Assurances IARD et vous avez déjà travaillé sur des sujets de provisionnement.  Vous êtes à la fois curieux et rigoureux, avec un esprit permettant d’aborder votre travail suivant différents axes d’analyse, et de contribuer aux évolutions d’une entreprise encore très récente. Vous savez vous adaptez à vos interlocuteurs et être force de proposition.  COMPETENCES REQUISES  Compétences techniques Vous disposez de connaissances approfondies en provisionnement non-vie Vous êtes doué(e) pour expliquer simplement des résultats complexes SAS et Excel n’ont plus aucun secret pour vous La maitrise de R ou de Python serait une réelle valeur ajoutée à votre candidature La maitrise de l’anglais serait un plus  Compétences comportementales  Capacité à communiquer à l'écrit et à l'oral: vous êtes capable d'adapter votre discours en fonction de votre interlocuteur et le vulgariser  Rigueur  Capacité d'analyse  Capacité d'adaptation  Etre force de proposition BNP Paribas"
54,ALTERNANCE - Actuaire H/F,Crédit Agricole,"Crédit Agricole Assurances, premier assureur en France, rassemble les filiales assurances du Crédit Agricole. Le groupe propose une gamme de produits et services en épargne, retraite, santé, prévoyance et assurance des biens. Ils sont distribués par les banques du groupe Crédit Agricole en France et dans 7 pays dans le monde, par des conseillers en gestion patrimoniale et des agents généraux. Les compagnies de Crédit Agricole Assurances s'adressent aux particuliers, professionnels, agriculteurs et entreprises. A fin 2019, Crédit Agricole Assurances compte 4 700 collaborateurs et son chiffre d'affaires s'élève à 37 milliards d'euros (normes IFRS).  Référence 2021-55559  Date de parution 26/03/2021  Description du poste  Type de métier  Types de métiers Crédit Agricole S.A. - Assurances  Intitulé du poste  ALTERNANCE - Actuaire H/F  Type de contrat  Alternance / Apprentissage  Durée (en mois)  12 à 24 mois  Cadre / Non Cadre  Non cadre  Missions  Au sein du groupe Crédit Agricole Assurances, la Business Unit international intègre 9 entités réparties sur 7 pays (Italie, Luxembourg, Pologne, Japon, Portugal, Espagne, Grèce) et couvre des activités vie et non vie sur des marchés de particuliers, professionnels ainsi que la clientèle patrimoniale haut de gamme pour un CA consolidé de 6.1Md€. Au sein de cette BU, le service Actuariat et ALM incarne les métiers de l'Actuariat, ALM, Réassurance et Big Data.  Le service Actuariat et ALM apporte un support et une expertise technique sur l'ensemble des métiers de l'actuariat (tarification, provisionnement, ALM, pilotage prudentiel, modélisation et Réassurance) et un second regard indépendant sur la gestion des équilibres techniques et financiers des entités à l'international.  Rattaché au service Actuariat et ALM de la Business Unit International, vous contribuerez à la réalisation de projets, parmi lesquels: - Le développement et le renforcement des modèles de projection des produits d'assurance vie Japonais et Italiens (épargne et prévoyance) dans le cadre du projet IFRS 17, - La revue de la calibration des hypothèses techniques en amont des modèles en vie (rachats structurels, dynamiques, mortalité, frais) comme en non vie (hypothèses de sinistralité et de liquidation), - L'optimisation des programmes de réassurance des entités, - La réalisation d'études ALM dans le cadre de la politique d'investissement des entités, - La réalisation d'études sur des cas d'usage identifiés (tarification, résiliations, up-sell, cross-sell).  Le choix des sujets et du domaine (vie / non vie) sera effectué en fonction de l'appétence de la personne recrutée et des objectifs de la BU.  Vous travaillerez en interaction avec les actuaires locaux et aurez notamment à maitriser: Crédit Agricole"
