Unnamed: 0,title,company,salary,summary
31,Conseiller de Clientèle Particuliers en alternance CORSE ( H...,Caisse d'Epargne CEPAC,,Pas de description
32,Conseiller.ère Commercial.e – Agence de Vénissieux (69),Caisse d'Epargne Rhône Alpes,,"Description de l'entreprise La Caisse d'Epargne Rhône Alpes est une banque coopérative régionale, multi métiers et acteur du développement de son territoire. Elle fait partie du groupe BPCE, 2ème groupe bancaire français. Elle accompagne au quotidien une clientèle de particuliers, d'entreprises, de professionnels, d'associations, de bailleurs sociaux, de collectivités et d'institutionnels locaux. Son expertise est également reconnue en gestion de patrimoine et en transmission et acquisition d'entreprise. 1,5 millions de Rhônalpins sont clients de la Caisse d'Epargne Rhône Alpes et 480 000 en sont sociétaires. Avec ses 3 000 collaborateurs, ses 280 agences dont 10 Agences en ligne, ses 6 centres d'affaires et ses agences Innovation, Santé, Montagne,… la Caisse d'Epargne Rhône Alpes est proche des clients et des décideurs sur les départements du Rhône, de l’Ain, de l’Isère, de la Savoie et de la Haute-Savoie.  Poste et missions La Direction du Réseau Rhône, recherche un.e Conseiller.ère Commercial.e sur l'Agence de Vénissieux. Vous accueillez, conseillez, orientez le client et l'accompagnez dans l'utilisation des services à distance.  Vos missions : Vous prenez en charge l'accueil physique et téléphonique des clients, Vous répondez aux sollicitations omnicanales, Vous réalisez les opérations bancaires courantes, Vous proposez des offres adaptées aux besoins clients, Vous maîtrisez l'ensemble des outils digitaux, notamment ceux mis à disposition des clients pour promouvoir leur autonomie. Profil et compétences requises De formation Bac+2 minimum dans une filière bancaire et/ou commerciale (ou niveau équivalent acquis par une expérience reconnue) : Vous justifiez d'une première expérience réussie en Banque, Assurance, Immobilier ou plus généralement dans le commerce. Votre sens de la relation commerciale et votre capacité d'apprentissage vous permettront d'évoluer rapidement vers le métier de Gestionnaire de Clientèle. Informations complémentaires sur le poste Poste à pourvoir en CDI, ouvert au temps partiel La Caisse d’Epargne Rhone Alpes s’engage en faveur de l’accueil et de l’intégration des personnes en situation de handicap. GROUPE BPCE il y a 21 jours - Continuer pour postuler Signaler l'offre"
33,Analyste Crédits H/F,C2-FINANCES,1 539 € par mois,"Missions : Prise en charge l’analyse des dossiers (réception, complétude, étude des pièces, saisies des informations...) Réaliser l’étude de comptes, la faisabilité et scoring auprès de nos différents partenaires bancaires. Assurer la transmission et suivi en banque de l’envoi du dossier au déblocage des fonds. Prendre en charge les appels téléphoniques du back-office (préfiltrage/faisabilité) Type de contrat : Contrat de professionnalisation en CDD de 12 mois. Formation interne et formation IOBSP niveau I – Examen qualifiant/validant en fin de formation. Temps plein 35h/semaine - Possibilité d’évolution en CDI Lieu de travail : Au siège sis 14 rue des buissons 34660 Cournonsec Horaires de travail : 9h-12h30 / 14h-17h30 (sauf modifications) Profil recherché : Niveau BTS ou inférieur (BAC mini) de préférence en banque, assurance ou gestion. Appétence pour les outils et logiciels informatiques (Office, logiciel de messagerie, outils internes) Faculté d’adaptation, bon sens relationnel - Organisé et rigoureux Connaissance en matière de crédit préférable. Motivé à l’apprentissage du métier d’analyste Date limite de candidature : 30/04/2021 Date de début prévue : 17/05/2021 Type d'emploi : Temps plein, Contrat pro Salaire : 1 539,00€ par mois Expérience: analyste crédits h/f ou similaire: 1 an (Souhaité) Télétravail: Non il y a 17 jours Signaler l'offre"
34,Consultant stagiaire Deloitte Formation (H/F),Deloitte,,"Stage (6 mois) à pourvoir dès que possible La formation est un outil incontournable de la Conduite du changement. L’équipe dédiée à la formation, au sein de Deloitte Conseil Capital Humain, soutient la transformation des grandes entreprises (banques, assurances,…) et des agents du secteur public en concevant et délivrant des parcours de formation, en présentiel et en distanciel, à haute valeur ajoutée. Pour faire face à son développement, « Deloitte Formation » souhaite recruter un(e)/des Consultant(es) stagiaires pour accompagner les entreprises clientes dans la définition et la mise en place de leurs parcours de formation. En tant que Consultant stagiaire, vos missions seront les suivantes : Analyse des besoins et formalisation de stratégies de formation « blended » (en présentiel et en distanciel) ; Définition de plans de communication favorisant l’adhésion aux parcours de formation (teasers vidéo, Motion Design, push mails, communautés…) ; Conception des contenus de formation présentiels ou digitaux dans des formats variés et innovants (e-learnings, Mobile Learning, jeux…) ; Gestion de projets, de la conception au déploiement des parcours de formation ; Animation d’ateliers de travail et/ou de sessions de formation ; Réponse aux appels d’offres ; Veille et rédaction d’articles. Votre parcours : En rejoignant Deloitte, vous aurez l'opportunité de développer un set de compétences, partagées avec notre réseau international, et structurées autour des dimensions suivantes : leadership, métier et spécialité. Grâce aux missions variées auxquelles vous participerez et au programme de formations proposé, vous pourrez renforcer progressivement ces compétences, en acquérir de nouvelles et progresser ainsi au sein de notre firme. Votre profil Etudiant(e) de formation Bac+5 d'une grande école de commerce, d'ingénieurs ou d'université, vous souhaitez valoriser des stages effectués soit au sein d’un cabinet de conseil, soit au sein d'un organisme de formation ou d'une direction de la formation d'un grand groupe. Vous êtes passionné(e) par les projets de développement des hommes et de transformation digitale des organisations. Vous aimez travailler en équipe. Vous avez une grande aisance dans la communication orale et écrite alliée à un très bon sens de la formalisation. Vous faites preuve d’adaptabilité et de flexibilité pour répondre au mieux aux besoins des clients. Votre rigueur, votre créativité, votre ouverture et votre détermination contribueront à l'excellence de notre service auprès des clients. La parfaite maîtrise de l'anglais oral et écrit est indispensable. Poste basé à Paris La Défense. il y a 2 jours - Continuer pour postuler Signaler l'offre"
35,COLLABORATEUR/TRICE PART. EN ASSURANCE,Ariane 12 Consultants,,"INFORMATIONS SUR LA SOCIETE Cabinet d'assurance basé à Rodez.  Secteur d'activité : Banques, assurances et finance CONTRAT CDI MISSION Cabinet d’assurance IARD basé à RODEZ recherche dans le cadre de son développement un/une :  COLLABORATEUR/TRICE EN ASSURANCE - H/F (clientèle particulier) RODEZ  Sous la responsabilité du dirigeant et au sein d’une petite équipe, vous avez pour mission l’accueil physique et téléphonique des clients afin de leur apporter ensuite le conseil adapté à leur besoin. Polyvalent et professionnel, vous présentez et commercialisez ainsi les différents produits assurantiels auprès de la clientèle et vous assurez ensuite la gestion et le suivi administratif des différentes contrats. De formation bac+2/3, vous justifiez idéalement d’une première expérience dans le secteur assurantiel ou bancaire. Dynamique et autonome, vous faites preuve d'organisation et de grandes qualités relationnelles. COMPETENCES  Niveau de formation : Bac+2,Bac+3,Bac+4,Bac+5 et plus  LOCALISATION 12-Aveyron INFORMATIONS COMPLEMENTAIRES Référence : COLLAASSU230421 Nombre de poste(s) : 1 Date de début d'activité : RAPIDE Rémunération : A négocier selon expérience (20 à 30 Keuros) Statut : Non cadre Publiée à l'instant - Continuer pour postuler Signaler l'offre"
36,Consultant Junior – Secteur Public,Grant Thornton,,"Contrat :CDI Temps de travail :Temps plein Expérience :Moins de 2 ans Niveau d’études :Master, DESS, DEA, Bac+5 Votre mission chez Grant Thornton France : Grant Thornton est à la recherche d’un Consultant Junior pour rejoindre son équipe Secteur Public, intégrée à la plateforme PEPS. Leader sur son marché en forte croissance, notre plateforme PEPS-FS regroupe plus de 160 collaborateurs experts en audit et conseil au service de 4 secteurs d’activité : Public (collectivités locales, établissements publics nationaux et de santé, universités, Etat, ainsi que la Commission Européenne) Économie sociale et logement social (activités sanitaires, sociales et médico-sociales, logement social, syndicats professionnels) Protection Sociale et assurance (groupes d’assurance, sécurité sociale, mutuelles et institutions de prévoyance) Financial Services (banques, gestionnaires d’actifs, …) Notre équipe Secteur Public est plus particulièrement spécialisée dans l’accompagnement des structures culturelles, des infrastructures publiques, des centres et instituts de recherche et d’enseignement, mais aussi des Ministères et des collectivités locales. Le Consultant Débutant accompagne nos clients dans la conduite de leurs projets de transformation, au service de la modernisation de l’action publique. Il intervient sur des projets divers de stratégie ou d’organisation, comme l’accompagnement au changement, l’évaluation de politiques publiques, l’élaboration de plans stratégiques, ou la réingénierie de processus complexes. Le poste est à pourvoir à compter d'Octobre 2021. Profil de candidat recherché : Titulaire d’un Bac+5, de type Science Po, écoles de commerce ou d’ingénieurs, idéalement complété par une spécialisation en gestion, vous disposez d’une première expérience acquise en cabinet de conseil, ou au sein d’une Institution Publique. Sensible aux valeurs citoyennes, vous avez une forte appétence pour les enjeux des politiques publiques. Pourquoi rejoindre notre équipe Secteur Public :  Une équipe à taille humaine,où règnent esprit d’équipe et convivialité Des missions riches et variées, une forte responsabilisation des collaborateurs La possibilité de développer une expertise reconnue, sur un secteur porteur de valeurs fortes, et en pleine mutation A compétences égales, travailleurs en situation de handicap bienvenus. Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
37,Stage - 6 mois - Assistant Loan Trader (H/F),Natixis,,"Description de l’entreprise  Chez Natixis, nous concevons des solutions en gestion d’actifs et de fortune, financement, investissement, assurance et paiements. Notre ambition : nous dépasser collectivement pour mieux accompagner nos clients et leur proposer les meilleures solutions pour leur développement.  Chez Natixis, nos talents sont notre principal atout.  Rejoignez-nous et vous aurez les clés pour faire bouger les choses et avoir un réel IMPACT. Rejoignez-nous et vous découvrirez un monde d’OPPORTUNITÉS. Rejoignez-nous et vous donnerez du sens à votre poste par votre ENGAGEMENT en faveur de la société comme de l’environnement.  Signataire de la Charte de la diversité, Natixis veille à promouvoir tous les talents et à accompagner le développement de chacun de ses 16 000 collaborateurs présents dans 38 pays. Pour la 4e année consécutive, elle est certifiée Top Employer France 2021.    Poste et missions  Votre MISSION & bien plus encore… Vous rejoignez notre équipe Loan Traders au sein du département Secondary Loan Activities du pôle de la banque de grande clientèle, qui recherche un Assistant Loan Trader, pour un stage de 6 mois à partir du 28 juin 2021. Le service Secondary Loan Activities est en charge des loan trading et asset accomodation, qui comprend les exécutions de prêts secondaires, pour le compte de la banque agissant pour le compte du groupe de gestion de portefeuille (PFM), Work Out Group and Loan Syndicate. En collaboration avec votre tuteur qui vous accompagnera tout au long de vos missions, vous : Préparez les documents liés à la commercialisation des prêts. Préparez un rapport hebdomadaire sur l'activité de trading. Préparez des présentations sur l'activité de négociation de prêts. Organisez la maintenance permanente d'une bibliothèque de documents afin de la maintenir à jour. Assurez et suivez la vérification de la conformité des clients. Etablissez avec l'equipe de clôture que les processus de règlement sont en cours.   Profil et compétences requises  Vous & Beyond C’est avant tout votre personnalité et votre état d’esprit qui nous intéresse. Etudiant de niveau Bac +5, vous préparez un diplôme universitaire ou, d’école de commerce, avec une spécialisation en Finance. Vous disposez d'une bonne connaissance des produits et marchés financiers et une bonne compréhension de la finance d'entreprise. Vous êtes sérieux, rigoureux, avec un esprit d’initiative et dotés de bonnes capacités d’adaptation. Votre force de persuasion naturelle alliée à vos solides connaissances des produits bancaires et financiers font de vous un négociateur hors-pair? Le Pack Office (Word, PPT, Excel) n'a plus de secret pour vous and last but not least, you are perfectly fluent in English. Vous vous reconnaissez dans ce profil ? Alors vous êtes fait pour ce job et nous avons besoin de VOUS ! Vous bénéficierez d’un accompagnement dédié pour vous donner toutes les chances de réussir cette nouvelle mission. il y a 2 jours - Continuer pour postuler Signaler l'offre"
38,OPERATEUR MIDDLE OFFICE OPC (H/F),CREDIT INDUSTRIEL ET COMMERCIAL,,"Présentation de la société Site Internet : www.cic.fr  Banque de premier plan en France comme à l'international, le groupe CIC valorise un modèle de banque universelle, qui conjugue tous les métiers de la finance, et de l'assurance, la solidité financière et une stratégie de croissance durable. Le CIC, holding et banque de réseau sur la région parisienne, fédère 5 banques régionales et les filiales spécialisées sur tous les métiers de la finance et de l'assurance. L'activité est organisée autour de 5 métiers : La banque de détail concentre toutes les activités, bancaires ou spécialisées, La banque privée développe un savoir-faire en matière de gestion financière et d'organisation patrimoniale, la banque de financement regroupe le financement des grandes entreprises et clients institutionnels, les financements à valeur ajoutée (exports, de projets et d'actifs), l'international et les succursales étrangères, les activités de marché comprennent les activités de taux , actions et dérivés, et l'intermédiation bancaire Le capital-développement réunit les activités de prises de participations, de conseil en fusions-acquisitions et d'ingénierie financière et boursière. Profil Profil / compétences requises  Niveau BAC+4 : Ecole de commerce, Université Economie/gestion avec expérience professionnelle (minimum 1an). Bonne connaissance des applications bancaires et comptables, Excel, Word, bureautique. Niveau d’anglais correct souhaitable.  Aptitudes recherchées  Bonne capacité à travailler en équipe et à gérer des volumes de données importants. Sens commercial, rigueur, organisation. Avantages Rémunération fixe versée sur 13 mois RTT Intéressement, participation et abondement Plan épargne entreprise et PERCO Contrat de santé collectif Prévoyance Retraite supplémentaire prise en charge à 100% par l’employeur Conditions bancaires et assurances préférentielles Politique parentale avantageuse CIC FR Aujourd'hui - Continuer pour postuler Signaler l'offre"
39,Manager FSI & Fintech Assurance - Protection Sociale (H/F),Deloitte,,"Avec près de 1 400 consultants en France et un réseau mondial de 60 000 consultants, l'activité Conseil de Deloitte accompagne les organisations publiques et privées dans leurs projets de transformation et de recherche de la performance. Face aux enjeux stratégiques des métiers ou des fonctions, les consultants aident à concevoir, à mettre en œuvre et à conduire le changement des organisations, des processus et des systèmes d'information.  Pour faire face à son fort développement, l'activité Conseil de Deloitte recrute des consultants désireux d'intégrer une équipe intervenant dans des environnements motivants auprès d'entreprises prestigieuses. Au sein de cette activité, l'équipe Financial Services Industry (FSI) Fintech accompagne ses clients dans le secteur des institutions financières : banque, assurance, prévoyance.  Chez Deloitte, nous croyons en l'importance du leadership à tous les niveaux. En tant que Manager, vous l'incarnez et concrètement, vous aurez pour rôle de développer des équipes performantes en fixant les priorités et en favorisant la collaboration, de contribuer au développement de l'activité (éminence et propositions commerciales).  Dans ce cadre, vous interviendrez auprès de nos clients de l'ensemble du secteur de l'assurance/protection sociale. Vos missions auront pour objectif de les assister dans la mise en œuvre de leur stratégie : Déclinaison opérationnelle de la stratégie (études de positionnement, business plans sur de nouvelles activités ou de nouvelles offres, schémas directeurs d'organisation ou de systèmes d'information...) ; Evolution de l'organisation et des processus (diagnostic d'organisation, refonte et optimisation de processus, digitalisation & automatisation / robotisation des processus, conduite du changement...) ; Evolution des systèmes d'information (assistance au choix de solutions, élaboration des spécifications fonctionnelles, optimisation du portefeuille de projets...) ; Pilotage de grands projets Agile, Cycle en V ou Hybrides (gestion des risques, suivi du budget et des ressources, gestion de la cohérence fonctionnelle des projets...). Vous serez formé(e) à nos méthodologies et aurez l'opportunité de travailler au sein d'équipes pluridisciplinaires. Votre parcours : En rejoignant Deloitte, vous aurez l'opportunité de développer un set de compétences, partagées avec notre réseau international, et structurées autour des dimensions suivantes : leadership, métier et spécialité. Grâce aux missions variées auxquelles vous participerez et au programme de formations proposé, vous pourrez renforcer progressivement ces compétences, en acquérir de nouvelles et progresser ainsi au sein de notre firme.  Votre Profil Diplômé(e) d’un Bac+5 d'école de commerce, d'ingénieurs ou d'une université, vous souhaitez valoriser une ou plusieurs expérience(s) de plus de 6 ans acquise(s) soit en cabinet de conseil, soit dans l'industrie de l'assurance (compagnie, mutuelle ou groupe de protection sociale), où vous avez développé des connaissances métiers et financières alliées à une vision globale du secteur. Vous avez piloté des projets liés aux problématiques évoquées ci-dessus. Vous faites preuve de qualités d'adaptation, de rigueur et de proactivité qui vous permettent de contribuer à l'excellence du service auprès de nos clients. Vous avez une grande aisance de la communication orale et écrite alliée à un très bon sens de la formalisation. Vous avez le sens de la relation client et l'envie de développer une activité au travers d'offres. Vous avez de bonnes connaissances fonctionnelles des systèmes d'information banque et assurance orientées métier (CRM, Guidewire, AIA, ou autre suite métier). Vous maîtrisez les outils bureautiques (Word, Excel, Powerpoint, Visio...). Vous maîtrisez l'anglais à l'oral et à l'écrit. Poste basé à Paris La Défense, avec des déplacements à prévoir en France et à l'étranger. il y a 2 jours - Continuer pour postuler Signaler l'offre"
40,CONSEILLER / CONSEILLERE CLIENTELE CIC LES TERNES (H/F),CREDIT INDUSTRIEL ET COMMERCIAL,,"Présentation de la société Site Internet : www.cic.fr  Banque de premier plan en France comme à l'international, le groupe CIC valorise un modèle de banque universelle, qui conjugue tous les métiers de la finance, et de l'assurance, la solidité financière et une stratégie de croissance durable. Le CIC, holding et banque de réseau sur la région parisienne, fédère 5 banques régionales et les filiales spécialisées sur tous les métiers de la finance et de l'assurance. L'activité est organisée autour de 5 métiers : La banque de détail concentre toutes les activités, bancaires ou spécialisées, La banque privée développe un savoir-faire en matière de gestion financière et d'organisation patrimoniale, la banque de financement regroupe le financement des grandes entreprises et clients institutionnels, les financements à valeur ajoutée (exports, de projets et d'actifs), l'international et les succursales étrangères, les activités de marché comprennent les activités de taux , actions et dérivés, et l'intermédiation bancaire Le capital-développement réunit les activités de prises de participations, de conseil en fusions-acquisitions et d'ingénierie financière et boursière. Mission Mission principale Vous développez, gérez et fidélisez un portefeuille de clients particuliers. Vous leur vendez les produits et services de bancassurance leur permettant de faciliter leur gestion courante et dans le cadre d'une approche par univers de besoins, vous constituez leur équipement et leur permettez de préparer, puis de réaliser leurs projets. Vous visez la maîtrise des risques et la rentabilité de votre portefeuille. Vous exercez des activités de guichet et/ou de maintenance des automates. Activités / Tâches spécifiques du poste Le Conseiller clientèle / La Conseillère clientèle :  Prépare, organise et suit son activité commerciale Prépare et conduit ses entretiens Assure le suivi de la relation Analyse les risques, anticipe et gère leur dégradation Profil Connaissances et compétences Bonne connaissance des produits et services proposés à la clientèle. Maîtrise des outils de bureautique (Excel, Word, Powerpoint) et du système d'information du Groupe Crédit Mutuel Alliance Fédérale. Savoir-être - savoir-faire Faire preuve de réactivité et de dynamisme. Savoir communiquer et travailler en équipe. Possédez de bonnes qualités relationnelles Votre aptitude à la négociation commerciale et votre aisance relationnelle constituent les moteurs essentiels de votre réussite. Avoir le sens de l'écoute Certification(s)/Accréditation(s) Certification AMF Avantages Rémunération fixe versée sur 13 mois RTT Intéressement, participation et abondement Plan épargne entreprise et PERCO Contrat de santé collectif Prévoyance Retraite supplémentaire prise en charge à 100% par l’employeur Conditions bancaires et assurances préférentielles Politique parentale avantageuse CIC FR il y a 6 jours - Continuer pour postuler Signaler l'offre"
41,Assistant de Clientèle (H/F) – Saint-Eloy-les-Mines,Caisse d'Epargne Auvergne Limousin,,"Description de l'entreprise La Caisse d'Epargne d'Auvergne et du Limousin s'affirme comme la grande banque ancrée sur ses territoires. Grâce à ses 1 300 collaborateurs, elle s'inscrit dans une dynamique de développement au service de ses clients répartis sur ces deux régions. Poste et missions La Caisse d'Epargne et de Prévoyance d'Auvergne et du Limousin recherche un Assistant(e) de Clientèle, en contrat à durée déterminée sur son Point de Vente de Saint-Eloy-Les-Mines. Vous contribuez à la réalisation des objectifs commerciaux de l'équipe en sachant saisir toutes les opportunités de promouvoir et vendre nos produits et services. Ce métier vous ouvrira les portes des carrières commerciales de notre banque. Profil et compétences requises De formation supérieure (Bac+3 minimum). Vous justifiez d'une première expérience réussie dans le secteur des services (banque, assurances, immobilier, distribution de services). Vos qualités relationnelles, votre sens du travail en équipe, votre capacité à relever les challenges et votre goût pour la vente et votre sens du résultat seront de réels atouts pour remplir les missions qui vous seront confiées. Informations complémentaires sur le poste GROUPE BPCE il y a 1 jour - Continuer pour postuler Signaler l'offre"
42,Consultant(e) Débutant(e) en Opérations Financières - Secteu...,PwC,,"Line of Service Assurance Industry/Sector Not Applicable Specialism Assurance Management Level Associate Job Description & Summary Equipe en croissance de plus de 50 collaborateurs, Capital Markets & Accounting Advisory Services (CMAAS) conseille et accompagne les grands clients internationaux de PwC dans la résolution de leurs enjeux comptables complexes (en IFRS, normes françaises, US GAAP) au cours de projets d’adoption de nouvelles normes, dans le cadre de leurs transactions (acquisitions, cessions) et pour réussir leurs levées de fonds (introductions en bourse, émissions de dette, etc.)  Au sein de l’équipe, le pôle dédié au Secteur Financier (banque, assurance, immobilier, gestion d’actifs), constitué d’une équipe d’une dizaine de collaborateurs, recherche un(e) Consultant(e) Débutant(e) pour accompagner son développement.  Tu interviendras sur des projets à forte valeur ajoutée, à des moments déterminants dans la vie des sociétés, au sein d’équipes pluridisciplinaires de PwC (consultants, actuaires, équipes transactions, auditeurs, etc.) et ponctuellement, sur des projets pour accompagner des opérations à l’international.  N’hésite pas, rejoins notre équipe, à taille humaine, et vis la « PwC Experience » ! Ce que tu peux attendre de la mission : Participer à la réalisation de projets de conversion de référentiel comptable (IFRS, normes françaises, US GAAP) ou de mise en œuvre de nouvelles normes comptables dans ces référentiels (IFRS 17, IFRS 9, etc.) ; Assurer l’élaboration de l’information financière (information pro forma, états financiers combinés, ad hoc, etc.) nécessaire à la réalisation d’une transaction (cession, spin-off, carve-out) ou à la réalisation d’une levée de fonds ; Contribuer à résoudre des enjeux comptables de structuration liés aux opérations de croissance externe (acquisition, prise de contrôle, mise en place de joint-venture) ; Participer aux appels d’offres dans le secteur des Services Financiers ; Accompagner nos clients cotés dans la sécurisation de leur communication financière (sélection d’indicateurs clés de performance communiqués au marché, enjeux réglementaires, etc.). Ce que nous attendons de toi : Diplômé(e) d’une école de commerce, d'ingénieur, ou d’un 3ème cycle universitaire Des stages en audit et/ou en conseil Secteur Financier en cabinet souhaités Une forte capacité d'analyse, rigueur et esprit d'initiative L’Envie de s’investir durablement dans le Secteur Financier Maîtriser l’anglais Mots clés : IFRS, assurance, comptabilité On ne va pas se mentir on est un cabinet de conseil et d’audit… mais pas tout à fait comme les autres. Accompagner nos clients dans leur transformation, c’est notre métier. Nous rejoindre, c’est bien sûr la garantie d’acquérir une expertise reconnue. Mais on te propose bien plus… Une expérience unique ; celle d’apprendre tous les jours et de grandir en fonction de tes envies d’évoluer dans un environnement au service de ton bien-être, d’avoir les meilleurs atouts digitaux entre les mains, de travailler au sein d’équipes pluridisciplinaires et internationales, et même d’agir pour la société. Parce que pour nous, l’humain ça compte, parce que ton terrain de jeu est sans limites, et parce que notre engagement, c’est tout sauf du fake. REJOINS - NOUS ! Education (if blank, degree and/or field of study not specified) Degrees/Field of Study required: Degrees/Field of Study preferred: Certifications (if blank, certifications not specified) Desired Languages (If blank, desired languages not specified) Travel Requirements Not Specified Available for Work Visa Sponsorship? Yes Government Clearance Required? No Job Posting End Date Il y a plus de 30 jours - Continuer pour postuler Signaler l'offre"
43,Chargé(e) de clientèle en assurance H/F,AGEA RH,30 000 € - 36 000 € par an,"Dans le cadre de notre accompagnement au recrutement, nous recherchons pour une agence située à Saint-Chamond, un(e) Chargé(e) de clientèle en assurance en CDI. Poste semi-sédentaire à pourvoir dès que possible - Temps plein Vos missions seront les suivantes : - Prospection terrain et téléphonique auprès de professionnels artisan/commerçants/agricoles afin de leur proposer des solutions en assurance de personnes, vie et IARD - Conduite des rendez-vous de découverte et analyse des besoins des prospects et clients à l'agence ou chez le client - Relance des clients et prospects pour développement du CA de l'agence Profil : - Vous êtes titulaire d'un Bac +2 Banque - Assurance ou Commerce - Vous avez une première expérience sur un poste similaire - Vous disposez d'un fort tempérament commercial Rémunération : 30-36KE + partie variables sur les affaires nouvelles Type d'emploi : Temps plein, CDI Salaire : 30 000,00€ à 36 000,00€ par an Horaires : Travail en journée Rémunération supplémentaire : Commissions Primes Formation: Bac +2 (BTS, DUT, DEUG) (Optionnel) Précautions contre le COVID-19: Processus de recrutement à distance Aujourd'hui Signaler l'offre"
44,Consultant Retraite Senior,SAPIENDO,32 000 € - 45 000 € par an,"L'ENTREPRISE SAPIENDO RETRAITE Sapiendo est une Fintech dynamique, en pleine phase de croissance, qui propose des services innovants autour de la retraite (prestations de calcul, de conseil et simulateurs digitaux). Elle a été créée pour permettre de guider chacun dans la préparation et l'anticipation de sa retraite, notamment grâce à la digitalisation des prestations, qui permet de gagner en temps et en efficacité. Le constat est très simple : personne, ou presque, ne comprend notre système de retraite par répartition. Personne, ou presque, n’est capable d'anticiper le montant de sa future pension de retraite alors que nous cotisons tous à des niveaux très importants. De plus, l'évolution de nos modes de travail rend nos carrières de moins en moins linéaires et de plus en plus diversifiées. Or, notre système actuel est compartimenté en de nombreux régimes de retraite, hétérogènes, et gérés par des administrations différentes. En conséquence, il ne peut apporter de réponses claires et rapides. Sa, fondatrice, Valérie Batigne, est une spécialiste reconnue du bilan retraite et de l’accompagnement des démarches de liquidation retraite. Elle a développé des solutions digitales en s’entourant d’une équipe d’experts digitaux qui ont su apporter leurs compétences afin de proposer une expérience utilisateur la plus intuitive possible. Aujourd’hui Sapiendo propose ses services et solutions digitales en B2B (banques / assurances / presse / ...) et en B2C. Par ailleurs elle diversifie son activité en d’intéressant à des domaines complémentaires à ceux de la retraite. Entreprise de talents en forte croissance, elle souhaite renforcer son équipe pluridisciplinaire pour partir à la conquête d’un marché porteur. POSITIONNEMENT DANS L'ORGANIGRAMME Rattaché au Responsable métier MISSIONS DU POSTE Le consultant senior assure les prestations de conseil sur mesure et l’accueil de « niveau 2 » de la plateforme téléphonique correspondant à l’accompagnement de l’outil digital. À la suite de sa première mise en relation avec le service de conseils en niveau 1, par téléphone ou par mail, il assure le suivi des dossiers clients jusqu’à leur finalisation. Il peut également assurer des formations ou des webinaires. ACTIVITES PRINCIPALES DU POSTE Exercer des actions commerciales diverses (prises de rdv, réponses aux appels téléphoniques et mails entrants) Réaliser des prestations de services dans le domaine de la retraite (par exemple simulations retraite, bilans retraite, aide à liquidation, rédaction de contenu, formations…) Renseigner les outils de suivi métier, scanner et archiver les pièces des clients Assurer l’administration et la gestion des ventes de prestations de services, le suivi des paiements et le classement des pièces comptables Rédiger des articles de presse ou du contenu thématique, plus généralement participer à des actions de communication Assurer des formations Développer la marque et l’incarner Garantir la satisfaction client Réaliser les tâches connexes aux fonctions ci-dessus, dans un esprit de polyvalence INTERETS ET CONTRAINTES DU POSTE Il est rare que les candidats aient déjà acquis l’ensemble des savoirs dans le domaine des 42 régimes de retraites, ils les adapteront à notre contexte, avec l’appui de notre « Responsable métier ». Le poste nécessite des qualités relationnelles et commerciales avérées ainsi qu’une grande rigueur dans la compréhension et la prise en charge technique des dossiers comme dans la gestion du reporting. En raison de la variété des régimes de retraite, susceptible de soulever des questionnements multiples, le poste est propice à un réel épanouissement intellectuel. CHAMP D'AUTONOMIE ET DE RESPONSABILITE Le champ d’autonomie dans la relation client est conséquent, bien qu’il soit contraint par le format de l’échange et par la technicité des dossiers. La responsabilité est importante, dès lors que ce second contact doit conduire à la finalisation des dossiers tout en garantissant la satisfaction du client. RELATIONS ET COOPERATIONS Externes : Clients, Internes : consultants « métier », fonctions support, services techniques PROFIL DU POSTE ET COMPETENCES REQUISES Les « savoirs » : - Excellentes qualités relationnelles - Expérience dans le domaine des retraites - Agilité et facultés d’adaptation, curiosité intellectuelle Les « savoir-faire » : - Accueil téléphonique - Contact mail et relances clients - Orientation technique du client - Reporting - Communication Qualités requises : - Excellent relationnel - Maîtrise technique (retraites) - Réactivité - Rigueur - Qualités rédactionnelles avérées (dont orthographe et grammaire) CONDITIONS D'EXERCICE Ce poste est basé à Paris, 75 009. Il ne demande pas de mobilité, sauf déplacement exceptionnel en province pour des formations. Le télétravail est possible (une journée par quinzaine). PREREQUIS Ce poste s’adresse à un candidat de niveau Bac + 2, justifiant d’une expérience d’au moins 6 ans dans un poste jugé « similaire » dans le domaine des retraites par répartition. REMUNERATION Selon profil Date limite de candidature : 06/04/2021 Date de début prévue : 14/04/2021 Type d'emploi : Temps plein, CDI Salaire : 32 000,00€ à 45 000,00€ par an Avantages : Participation au Transport Titre-restaurant Travail à Distance Horaires : Du Lundi au Vendredi Périodes de Travail de 8 Heures Repos le Week-end Travail en journée Télétravail: Oui Précautions contre le COVID-19: Processus de recrutement à distance Équipement de protection individuel fourni ou requis Protection en plastique sur les postes de travail Consignes de distanciation sociale Entretiens virtuels Procédures renforcées de désinfection et de nettoyage Il y a plus de 30 jours Signaler l'offre"
