,title,description
262,Chargé de Recouvrement et Assistanat (H/F),"Votre missionAdecco Brest cherche pour l'un de ses clients spécialiste dans les solutions d'habitat et basé à Brest : Un Chargé de Recouvrement et Assistanat H/FAu sein d'une équipe dynamique et bienveillante, vous serez chargé d'intervenir sur 2 domaines d'action : le recouvrement et l'assistanat à l'équipe.  Recouvrement : Vous mettez en œuvre des actions de recouvrement en vue d'obtenir le paiement des sommes dues par les locataires présents en précontentieux et contentieux.  L'analyse des dossiers d'impayés (du 1er incident à la sortie) : -         Evaluation de la situation des locataires en impayé -         Prise de contact avec les locataires (à l'agence ou à domicile) -         Traitement des impayés sur le secteur du Finistère et interventions auprès des locataires et partenaires externes (services sociaux, CAF, .) -         Négociation de plan d'apurement et suivi du respect des engagements des locataires -         Orientation des locataires vers les services compétents  ·        La gestion des impayés : -         Traitement de la relance et suivi de l'évolution des dossiers en lien avec les partenaires-         Initier le déclenchement des procédures judiciaires et d'exécution si nécessaire -         Négociation, traitement et suivi des dossiers de surendettement avec la Banque de France et les locataires -         Traitement des encaissements-         Signature des baux après résiliation judiciaire ·        L'analyse technique des situations individuelles-         Réalisation d'enquêtes sociales en amont de la Commission des Locataires en difficultés, rédaction d'un rapport qui sera présenté aux membres de la CLD, participation et animation de cette commission ·        La représentation de l'entreprise en externe-         Représentation de la société et participation aux diverses commissions et réunions : CCAPEX, CI-FSL-         Contribution à la qualité de notre collaboration avec les partenaires sociaux   Assistanat à l'équipe :  · L'accueil téléphonique et physique des locataires · L'assistance administrative auprès de vos collègues avec notamment le traitement des réclamations· l'enregistrement des demandes de logements ou renouvellement· la prospection et la préparation des dossiers pour le passage en commission d'attribution, · la gestion des relances auprès des entreprises· la gestion des tdv classiques· la gestion d'accès aux résidences (aux changements de locataires et pour les entreprises)· l'intendance de l'agence (courriers, fournitures .)  Profil : Formation Bac +2 orienté social (DE CESF, BTS ESF .)Profil travailleur social Vous justifiez une Expérience de 2 ans minimum La connaissance du secteur de l'immobilier social et des dispositifs sociaux serait un atoutVous avez le sens au service client?Vous aimez le travail en équipe?Vous êtes autonome et réactif(ve)Vous êtes reconnu(e) pour votre travail organisé?Vous avez des qualités relationnelles et rédactionnelles?Vous avez le sens de l'écoute et de l'analyse?Alors Postulez! Poste est à pourvoir au plus vite. en intérim pour 1 mois avec perspective de CDIInformations Complémentaires :Salaire : 12€b/h + prime 13è mois (1€b/h) + prime vacances (0.46€b/h)Temps de travail : 35H/semHoraires : 9H-12h30 / 13H30-17H00 du lundi au vendrediPossibilité d'avoir des titres restaurant : valeur faciale de 9€, dont 3.60€ à la charge du collaborateurVous êtes intéressé(e) par cette offre d'emploi, merci de postuler en ligne.   Date de début de contrat : 15/04/2021"
263,Chargé de Recouvrement et Assistanat (H/F),"Votre missionAdecco Brest cherche pour l'un de ses clients spécialiste dans les solutions d'habitat et basé à Brest : Un Chargé de Recouvrement et Assistanat H/FAu sein d'une équipe dynamique et bienveillante, vous serez chargé d'intervenir sur 2 domaines d'action : le recouvrement et l'assistanat à l'équipe.  Recouvrement : Vous mettez en œuvre des actions de recouvrement en vue d'obtenir le paiement des sommes dues par les locataires présents en précontentieux et contentieux.  L'analyse des dossiers d'impayés (du 1er incident à la sortie) : -         Evaluation de la situation des locataires en impayé -         Prise de contact avec les locataires (à l'agence ou à domicile) -         Traitement des impayés sur le secteur du Finistère et interventions auprès des locataires et partenaires externes (services sociaux, CAF, .) -         Négociation de plan d'apurement et suivi du respect des engagements des locataires -         Orientation des locataires vers les services compétents  ·        La gestion des impayés : -         Traitement de la relance et suivi de l'évolution des dossiers en lien avec les partenaires-         Initier le déclenchement des procédures judiciaires et d'exécution si nécessaire -         Négociation, traitement et suivi des dossiers de surendettement avec la Banque de France et les locataires -         Traitement des encaissements-         Signature des baux après résiliation judiciaire ·        L'analyse technique des situations individuelles-         Réalisation d'enquêtes sociales en amont de la Commission des Locataires en difficultés, rédaction d'un rapport qui sera présenté aux membres de la CLD, participation et animation de cette commission ·        La représentation de l'entreprise en externe-         Représentation de la société et participation aux diverses commissions et réunions : CCAPEX, CI-FSL-         Contribution à la qualité de notre collaboration avec les partenaires sociaux   Assistanat à l'équipe :  · L'accueil téléphonique et physique des locataires · L'assistance administrative auprès de vos collègues avec notamment le traitement des réclamations· l'enregistrement des demandes de logements ou renouvellement· la prospection et la préparation des dossiers pour le passage en commission d'attribution, · la gestion des relances auprès des entreprises· la gestion des tdv classiques· la gestion d'accès aux résidences (aux changements de locataires et pour les entreprises)· l'intendance de l'agence (courriers, fournitures .)  Profil : Formation Bac +2 orienté social (DE CESF, BTS ESF .)Profil travailleur social Vous justifiez une Expérience de 2 ans minimum La connaissance du secteur de l'immobilier social et des dispositifs sociaux serait un atoutVous avez le sens au service client?Vous aimez le travail en équipe?Vous êtes autonome et réactif(ve)Vous êtes reconnu(e) pour votre travail organisé?Vous avez des qualités relationnelles et rédactionnelles?Vous avez le sens de l'écoute et de l'analyse?Alors Postulez! Poste est à pourvoir au plus vite. en intérim pour 1 mois avec perspective de CDIInformations Complémentaires :Salaire : 12€b/h + prime 13è mois (1€b/h) + prime vacances (0.46€b/h)Temps de travail : 35H/semHoraires : 9H-12h30 / 13H30-17H00 du lundi au vendrediPossibilité d'avoir des titres restaurant : valeur faciale de 9€, dont 3.60€ à la charge du collaborateurVous êtes intéressé(e) par cette offre d'emploi, merci de postuler en ligne.   Date de début de contrat : 15/04/2021"
264,Chargé de Recouvrement et Assistanat (H/F),"Votre missionAdecco Brest cherche pour l'un de ses clients spécialiste dans les solutions d'habitat et basé à Brest : Un Chargé de Recouvrement et Assistanat H/FAu sein d'une équipe dynamique et bienveillante, vous serez chargé d'intervenir sur 2 domaines d'action : le recouvrement et l'assistanat à l'équipe.  Recouvrement : Vous mettez en œuvre des actions de recouvrement en vue d'obtenir le paiement des sommes dues par les locataires présents en précontentieux et contentieux.  L'analyse des dossiers d'impayés (du 1er incident à la sortie) : -         Evaluation de la situation des locataires en impayé -         Prise de contact avec les locataires (à l'agence ou à domicile) -         Traitement des impayés sur le secteur du Finistère et interventions auprès des locataires et partenaires externes (services sociaux, CAF, .) -         Négociation de plan d'apurement et suivi du respect des engagements des locataires -         Orientation des locataires vers les services compétents  ·        La gestion des impayés : -         Traitement de la relance et suivi de l'évolution des dossiers en lien avec les partenaires-         Initier le déclenchement des procédures judiciaires et d'exécution si nécessaire -         Négociation, traitement et suivi des dossiers de surendettement avec la Banque de France et les locataires -         Traitement des encaissements-         Signature des baux après résiliation judiciaire ·        L'analyse technique des situations individuelles-         Réalisation d'enquêtes sociales en amont de la Commission des Locataires en difficultés, rédaction d'un rapport qui sera présenté aux membres de la CLD, participation et animation de cette commission ·        La représentation de l'entreprise en externe-         Représentation de la société et participation aux diverses commissions et réunions : CCAPEX, CI-FSL-         Contribution à la qualité de notre collaboration avec les partenaires sociaux   Assistanat à l'équipe :  · L'accueil téléphonique et physique des locataires · L'assistance administrative auprès de vos collègues avec notamment le traitement des réclamations· l'enregistrement des demandes de logements ou renouvellement· la prospection et la préparation des dossiers pour le passage en commission d'attribution, · la gestion des relances auprès des entreprises· la gestion des tdv classiques· la gestion d'accès aux résidences (aux changements de locataires et pour les entreprises)· l'intendance de l'agence (courriers, fournitures .)  Profil : Formation Bac +2 orienté social (DE CESF, BTS ESF .)Profil travailleur social Vous justifiez une Expérience de 2 ans minimum La connaissance du secteur de l'immobilier social et des dispositifs sociaux serait un atoutVous avez le sens au service client?Vous aimez le travail en équipe?Vous êtes autonome et réactif(ve)Vous êtes reconnu(e) pour votre travail organisé?Vous avez des qualités relationnelles et rédactionnelles?Vous avez le sens de l'écoute et de l'analyse?Alors Postulez! Poste est à pourvoir au plus vite. en intérim pour 1 mois avec perspective de CDIInformations Complémentaires :Salaire : 12€b/h + prime 13è mois (1€b/h) + prime vacances (0.46€b/h)Temps de travail : 35H/semHoraires : 9H-12h30 / 13H30-17H00 du lundi au vendrediPossibilité d'avoir des titres restaurant : valeur faciale de 9€, dont 3.60€ à la charge du collaborateurVous êtes intéressé(e) par cette offre d'emploi, merci de postuler en ligne.   Date de début de contrat : 15/04/2021"
265,Chargé de Recouvrement et Assistanat (H/F),"Votre missionAdecco Brest cherche pour l'un de ses clients spécialiste dans les solutions d'habitat et basé à Brest : Un Chargé de Recouvrement et Assistanat H/FAu sein d'une équipe dynamique et bienveillante, vous serez chargé d'intervenir sur 2 domaines d'action : le recouvrement et l'assistanat à l'équipe.  Recouvrement : Vous mettez en œuvre des actions de recouvrement en vue d'obtenir le paiement des sommes dues par les locataires présents en précontentieux et contentieux.  L'analyse des dossiers d'impayés (du 1er incident à la sortie) : -         Evaluation de la situation des locataires en impayé -         Prise de contact avec les locataires (à l'agence ou à domicile) -         Traitement des impayés sur le secteur du Finistère et interventions auprès des locataires et partenaires externes (services sociaux, CAF, .) -         Négociation de plan d'apurement et suivi du respect des engagements des locataires -         Orientation des locataires vers les services compétents  ·        La gestion des impayés : -         Traitement de la relance et suivi de l'évolution des dossiers en lien avec les partenaires-         Initier le déclenchement des procédures judiciaires et d'exécution si nécessaire -         Négociation, traitement et suivi des dossiers de surendettement avec la Banque de France et les locataires -         Traitement des encaissements-         Signature des baux après résiliation judiciaire ·        L'analyse technique des situations individuelles-         Réalisation d'enquêtes sociales en amont de la Commission des Locataires en difficultés, rédaction d'un rapport qui sera présenté aux membres de la CLD, participation et animation de cette commission ·        La représentation de l'entreprise en externe-         Représentation de la société et participation aux diverses commissions et réunions : CCAPEX, CI-FSL-         Contribution à la qualité de notre collaboration avec les partenaires sociaux   Assistanat à l'équipe :  · L'accueil téléphonique et physique des locataires · L'assistance administrative auprès de vos collègues avec notamment le traitement des réclamations· l'enregistrement des demandes de logements ou renouvellement· la prospection et la préparation des dossiers pour le passage en commission d'attribution, · la gestion des relances auprès des entreprises· la gestion des tdv classiques· la gestion d'accès aux résidences (aux changements de locataires et pour les entreprises)· l'intendance de l'agence (courriers, fournitures .)  Profil : Formation Bac +2 orienté social (DE CESF, BTS ESF .)Profil travailleur social Vous justifiez une Expérience de 2 ans minimum La connaissance du secteur de l'immobilier social et des dispositifs sociaux serait un atoutVous avez le sens au service client?Vous aimez le travail en équipe?Vous êtes autonome et réactif(ve)Vous êtes reconnu(e) pour votre travail organisé?Vous avez des qualités relationnelles et rédactionnelles?Vous avez le sens de l'écoute et de l'analyse?Alors Postulez! Poste est à pourvoir au plus vite. en intérim pour 1 mois avec perspective de CDIInformations Complémentaires :Salaire : 12€b/h + prime 13è mois (1€b/h) + prime vacances (0.46€b/h)Temps de travail : 35H/semHoraires : 9H-12h30 / 13H30-17H00 du lundi au vendrediPossibilité d'avoir des titres restaurant : valeur faciale de 9€, dont 3.60€ à la charge du collaborateurVous êtes intéressé(e) par cette offre d'emploi, merci de postuler en ligne.   Date de début de contrat : 15/04/2021"
266,Chargé de Recouvrement et Assistanat (H/F),"Votre missionAdecco Brest cherche pour l'un de ses clients spécialiste dans les solutions d'habitat et basé à Brest : Un Chargé de Recouvrement et Assistanat H/FAu sein d'une équipe dynamique et bienveillante, vous serez chargé d'intervenir sur 2 domaines d'action : le recouvrement et l'assistanat à l'équipe.  Recouvrement : Vous mettez en œuvre des actions de recouvrement en vue d'obtenir le paiement des sommes dues par les locataires présents en précontentieux et contentieux.  L'analyse des dossiers d'impayés (du 1er incident à la sortie) : -         Evaluation de la situation des locataires en impayé -         Prise de contact avec les locataires (à l'agence ou à domicile) -         Traitement des impayés sur le secteur du Finistère et interventions auprès des locataires et partenaires externes (services sociaux, CAF, .) -         Négociation de plan d'apurement et suivi du respect des engagements des locataires -         Orientation des locataires vers les services compétents  ·        La gestion des impayés : -         Traitement de la relance et suivi de l'évolution des dossiers en lien avec les partenaires-         Initier le déclenchement des procédures judiciaires et d'exécution si nécessaire -         Négociation, traitement et suivi des dossiers de surendettement avec la Banque de France et les locataires -         Traitement des encaissements-         Signature des baux après résiliation judiciaire ·        L'analyse technique des situations individuelles-         Réalisation d'enquêtes sociales en amont de la Commission des Locataires en difficultés, rédaction d'un rapport qui sera présenté aux membres de la CLD, participation et animation de cette commission ·        La représentation de l'entreprise en externe-         Représentation de la société et participation aux diverses commissions et réunions : CCAPEX, CI-FSL-         Contribution à la qualité de notre collaboration avec les partenaires sociaux   Assistanat à l'équipe :  · L'accueil téléphonique et physique des locataires · L'assistance administrative auprès de vos collègues avec notamment le traitement des réclamations· l'enregistrement des demandes de logements ou renouvellement· la prospection et la préparation des dossiers pour le passage en commission d'attribution, · la gestion des relances auprès des entreprises· la gestion des tdv classiques· la gestion d'accès aux résidences (aux changements de locataires et pour les entreprises)· l'intendance de l'agence (courriers, fournitures .)  Profil : Formation Bac +2 orienté social (DE CESF, BTS ESF .)Profil travailleur social Vous justifiez une Expérience de 2 ans minimum La connaissance du secteur de l'immobilier social et des dispositifs sociaux serait un atoutVous avez le sens au service client?Vous aimez le travail en équipe?Vous êtes autonome et réactif(ve)Vous êtes reconnu(e) pour votre travail organisé?Vous avez des qualités relationnelles et rédactionnelles?Vous avez le sens de l'écoute et de l'analyse?Alors Postulez! Poste est à pourvoir au plus vite. en intérim pour 1 mois avec perspective de CDIInformations Complémentaires :Salaire : 12€b/h + prime 13è mois (1€b/h) + prime vacances (0.46€b/h)Temps de travail : 35H/semHoraires : 9H-12h30 / 13H30-17H00 du lundi au vendrediPossibilité d'avoir des titres restaurant : valeur faciale de 9€, dont 3.60€ à la charge du collaborateurVous êtes intéressé(e) par cette offre d'emploi, merci de postuler en ligne.   Date de début de contrat : 15/04/2021"
267,Chargé de Recouvrement et Assistanat (H/F),"Votre missionAdecco Brest cherche pour l'un de ses clients spécialiste dans les solutions d'habitat et basé à Brest : Un Chargé de Recouvrement et Assistanat H/FAu sein d'une équipe dynamique et bienveillante, vous serez chargé d'intervenir sur 2 domaines d'action : le recouvrement et l'assistanat à l'équipe.  Recouvrement : Vous mettez en œuvre des actions de recouvrement en vue d'obtenir le paiement des sommes dues par les locataires présents en précontentieux et contentieux.  L'analyse des dossiers d'impayés (du 1er incident à la sortie) : -         Evaluation de la situation des locataires en impayé -         Prise de contact avec les locataires (à l'agence ou à domicile) -         Traitement des impayés sur le secteur du Finistère et interventions auprès des locataires et partenaires externes (services sociaux, CAF, .) -         Négociation de plan d'apurement et suivi du respect des engagements des locataires -         Orientation des locataires vers les services compétents  ·        La gestion des impayés : -         Traitement de la relance et suivi de l'évolution des dossiers en lien avec les partenaires-         Initier le déclenchement des procédures judiciaires et d'exécution si nécessaire -         Négociation, traitement et suivi des dossiers de surendettement avec la Banque de France et les locataires -         Traitement des encaissements-         Signature des baux après résiliation judiciaire ·        L'analyse technique des situations individuelles-         Réalisation d'enquêtes sociales en amont de la Commission des Locataires en difficultés, rédaction d'un rapport qui sera présenté aux membres de la CLD, participation et animation de cette commission ·        La représentation de l'entreprise en externe-         Représentation de la société et participation aux diverses commissions et réunions : CCAPEX, CI-FSL-         Contribution à la qualité de notre collaboration avec les partenaires sociaux   Assistanat à l'équipe :  · L'accueil téléphonique et physique des locataires · L'assistance administrative auprès de vos collègues avec notamment le traitement des réclamations· l'enregistrement des demandes de logements ou renouvellement· la prospection et la préparation des dossiers pour le passage en commission d'attribution, · la gestion des relances auprès des entreprises· la gestion des tdv classiques· la gestion d'accès aux résidences (aux changements de locataires et pour les entreprises)· l'intendance de l'agence (courriers, fournitures .)  Profil : Formation Bac +2 orienté social (DE CESF, BTS ESF .)Profil travailleur social Vous justifiez une Expérience de 2 ans minimum La connaissance du secteur de l'immobilier social et des dispositifs sociaux serait un atoutVous avez le sens au service client?Vous aimez le travail en équipe?Vous êtes autonome et réactif(ve)Vous êtes reconnu(e) pour votre travail organisé?Vous avez des qualités relationnelles et rédactionnelles?Vous avez le sens de l'écoute et de l'analyse?Alors Postulez! Poste est à pourvoir au plus vite. en intérim pour 1 mois avec perspective de CDIInformations Complémentaires :Salaire : 12€b/h + prime 13è mois (1€b/h) + prime vacances (0.46€b/h)Temps de travail : 35H/semHoraires : 9H-12h30 / 13H30-17H00 du lundi au vendrediPossibilité d'avoir des titres restaurant : valeur faciale de 9€, dont 3.60€ à la charge du collaborateurVous êtes intéressé(e) par cette offre d'emploi, merci de postuler en ligne.   Date de début de contrat : 15/04/2021"
268,Chargé de Recouvrement et Assistanat (H/F),"Votre missionAdecco Brest cherche pour l'un de ses clients spécialiste dans les solutions d'habitat et basé à Brest : Un Chargé de Recouvrement et Assistanat H/FAu sein d'une équipe dynamique et bienveillante, vous serez chargé d'intervenir sur 2 domaines d'action : le recouvrement et l'assistanat à l'équipe.  Recouvrement : Vous mettez en œuvre des actions de recouvrement en vue d'obtenir le paiement des sommes dues par les locataires présents en précontentieux et contentieux.  L'analyse des dossiers d'impayés (du 1er incident à la sortie) : -         Evaluation de la situation des locataires en impayé -         Prise de contact avec les locataires (à l'agence ou à domicile) -         Traitement des impayés sur le secteur du Finistère et interventions auprès des locataires et partenaires externes (services sociaux, CAF, .) -         Négociation de plan d'apurement et suivi du respect des engagements des locataires -         Orientation des locataires vers les services compétents  ·        La gestion des impayés : -         Traitement de la relance et suivi de l'évolution des dossiers en lien avec les partenaires-         Initier le déclenchement des procédures judiciaires et d'exécution si nécessaire -         Négociation, traitement et suivi des dossiers de surendettement avec la Banque de France et les locataires -         Traitement des encaissements-         Signature des baux après résiliation judiciaire ·        L'analyse technique des situations individuelles-         Réalisation d'enquêtes sociales en amont de la Commission des Locataires en difficultés, rédaction d'un rapport qui sera présenté aux membres de la CLD, participation et animation de cette commission ·        La représentation de l'entreprise en externe-         Représentation de la société et participation aux diverses commissions et réunions : CCAPEX, CI-FSL-         Contribution à la qualité de notre collaboration avec les partenaires sociaux   Assistanat à l'équipe :  · L'accueil téléphonique et physique des locataires · L'assistance administrative auprès de vos collègues avec notamment le traitement des réclamations· l'enregistrement des demandes de logements ou renouvellement· la prospection et la préparation des dossiers pour le passage en commission d'attribution, · la gestion des relances auprès des entreprises· la gestion des tdv classiques· la gestion d'accès aux résidences (aux changements de locataires et pour les entreprises)· l'intendance de l'agence (courriers, fournitures .)  Profil : Formation Bac +2 orienté social (DE CESF, BTS ESF .)Profil travailleur social Vous justifiez une Expérience de 2 ans minimum La connaissance du secteur de l'immobilier social et des dispositifs sociaux serait un atoutVous avez le sens au service client?Vous aimez le travail en équipe?Vous êtes autonome et réactif(ve)Vous êtes reconnu(e) pour votre travail organisé?Vous avez des qualités relationnelles et rédactionnelles?Vous avez le sens de l'écoute et de l'analyse?Alors Postulez! Poste est à pourvoir au plus vite. en intérim pour 1 mois avec perspective de CDIInformations Complémentaires :Salaire : 12€b/h + prime 13è mois (1€b/h) + prime vacances (0.46€b/h)Temps de travail : 35H/semHoraires : 9H-12h30 / 13H30-17H00 du lundi au vendrediPossibilité d'avoir des titres restaurant : valeur faciale de 9€, dont 3.60€ à la charge du collaborateurVous êtes intéressé(e) par cette offre d'emploi, merci de postuler en ligne.   Date de début de contrat : 15/04/2021"
269,Chargé de Recouvrement et Assistanat (H/F),"Votre missionAdecco Brest cherche pour l'un de ses clients spécialiste dans les solutions d'habitat et basé à Brest : Un Chargé de Recouvrement et Assistanat H/FAu sein d'une équipe dynamique et bienveillante, vous serez chargé d'intervenir sur 2 domaines d'action : le recouvrement et l'assistanat à l'équipe.  Recouvrement : Vous mettez en œuvre des actions de recouvrement en vue d'obtenir le paiement des sommes dues par les locataires présents en précontentieux et contentieux.  L'analyse des dossiers d'impayés (du 1er incident à la sortie) : -         Evaluation de la situation des locataires en impayé -         Prise de contact avec les locataires (à l'agence ou à domicile) -         Traitement des impayés sur le secteur du Finistère et interventions auprès des locataires et partenaires externes (services sociaux, CAF, .) -         Négociation de plan d'apurement et suivi du respect des engagements des locataires -         Orientation des locataires vers les services compétents  ·        La gestion des impayés : -         Traitement de la relance et suivi de l'évolution des dossiers en lien avec les partenaires-         Initier le déclenchement des procédures judiciaires et d'exécution si nécessaire -         Négociation, traitement et suivi des dossiers de surendettement avec la Banque de France et les locataires -         Traitement des encaissements-         Signature des baux après résiliation judiciaire ·        L'analyse technique des situations individuelles-         Réalisation d'enquêtes sociales en amont de la Commission des Locataires en difficultés, rédaction d'un rapport qui sera présenté aux membres de la CLD, participation et animation de cette commission ·        La représentation de l'entreprise en externe-         Représentation de la société et participation aux diverses commissions et réunions : CCAPEX, CI-FSL-         Contribution à la qualité de notre collaboration avec les partenaires sociaux   Assistanat à l'équipe :  · L'accueil téléphonique et physique des locataires · L'assistance administrative auprès de vos collègues avec notamment le traitement des réclamations· l'enregistrement des demandes de logements ou renouvellement· la prospection et la préparation des dossiers pour le passage en commission d'attribution, · la gestion des relances auprès des entreprises· la gestion des tdv classiques· la gestion d'accès aux résidences (aux changements de locataires et pour les entreprises)· l'intendance de l'agence (courriers, fournitures .)  Profil : Formation Bac +2 orienté social (DE CESF, BTS ESF .)Profil travailleur social Vous justifiez une Expérience de 2 ans minimum La connaissance du secteur de l'immobilier social et des dispositifs sociaux serait un atoutVous avez le sens au service client?Vous aimez le travail en équipe?Vous êtes autonome et réactif(ve)Vous êtes reconnu(e) pour votre travail organisé?Vous avez des qualités relationnelles et rédactionnelles?Vous avez le sens de l'écoute et de l'analyse?Alors Postulez! Poste est à pourvoir au plus vite. en intérim pour 1 mois avec perspective de CDIInformations Complémentaires :Salaire : 12€b/h + prime 13è mois (1€b/h) + prime vacances (0.46€b/h)Temps de travail : 35H/semHoraires : 9H-12h30 / 13H30-17H00 du lundi au vendrediPossibilité d'avoir des titres restaurant : valeur faciale de 9€, dont 3.60€ à la charge du collaborateurVous êtes intéressé(e) par cette offre d'emploi, merci de postuler en ligne.   Date de début de contrat : 15/04/2021"
270,Chargé de Recouvrement et Assistanat (H/F),"Votre missionAdecco Brest cherche pour l'un de ses clients spécialiste dans les solutions d'habitat et basé à Brest : Un Chargé de Recouvrement et Assistanat H/FAu sein d'une équipe dynamique et bienveillante, vous serez chargé d'intervenir sur 2 domaines d'action : le recouvrement et l'assistanat à l'équipe.  Recouvrement : Vous mettez en œuvre des actions de recouvrement en vue d'obtenir le paiement des sommes dues par les locataires présents en précontentieux et contentieux.  L'analyse des dossiers d'impayés (du 1er incident à la sortie) : -         Evaluation de la situation des locataires en impayé -         Prise de contact avec les locataires (à l'agence ou à domicile) -         Traitement des impayés sur le secteur du Finistère et interventions auprès des locataires et partenaires externes (services sociaux, CAF, .) -         Négociation de plan d'apurement et suivi du respect des engagements des locataires -         Orientation des locataires vers les services compétents  ·        La gestion des impayés : -         Traitement de la relance et suivi de l'évolution des dossiers en lien avec les partenaires-         Initier le déclenchement des procédures judiciaires et d'exécution si nécessaire -         Négociation, traitement et suivi des dossiers de surendettement avec la Banque de France et les locataires -         Traitement des encaissements-         Signature des baux après résiliation judiciaire ·        L'analyse technique des situations individuelles-         Réalisation d'enquêtes sociales en amont de la Commission des Locataires en difficultés, rédaction d'un rapport qui sera présenté aux membres de la CLD, participation et animation de cette commission ·        La représentation de l'entreprise en externe-         Représentation de la société et participation aux diverses commissions et réunions : CCAPEX, CI-FSL-         Contribution à la qualité de notre collaboration avec les partenaires sociaux   Assistanat à l'équipe :  · L'accueil téléphonique et physique des locataires · L'assistance administrative auprès de vos collègues avec notamment le traitement des réclamations· l'enregistrement des demandes de logements ou renouvellement· la prospection et la préparation des dossiers pour le passage en commission d'attribution, · la gestion des relances auprès des entreprises· la gestion des tdv classiques· la gestion d'accès aux résidences (aux changements de locataires et pour les entreprises)· l'intendance de l'agence (courriers, fournitures .)  Profil : Formation Bac +2 orienté social (DE CESF, BTS ESF .)Profil travailleur social Vous justifiez une Expérience de 2 ans minimum La connaissance du secteur de l'immobilier social et des dispositifs sociaux serait un atoutVous avez le sens au service client?Vous aimez le travail en équipe?Vous êtes autonome et réactif(ve)Vous êtes reconnu(e) pour votre travail organisé?Vous avez des qualités relationnelles et rédactionnelles?Vous avez le sens de l'écoute et de l'analyse?Alors Postulez! Poste est à pourvoir au plus vite. en intérim pour 1 mois avec perspective de CDIInformations Complémentaires :Salaire : 12€b/h + prime 13è mois (1€b/h) + prime vacances (0.46€b/h)Temps de travail : 35H/semHoraires : 9H-12h30 / 13H30-17H00 du lundi au vendrediPossibilité d'avoir des titres restaurant : valeur faciale de 9€, dont 3.60€ à la charge du collaborateurVous êtes intéressé(e) par cette offre d'emploi, merci de postuler en ligne.   Date de début de contrat : 15/04/2021"
271,Chargé de Recouvrement et Assistanat (H/F),"Votre missionAdecco Brest cherche pour l'un de ses clients spécialiste dans les solutions d'habitat et basé à Brest : Un Chargé de Recouvrement et Assistanat H/FAu sein d'une équipe dynamique et bienveillante, vous serez chargé d'intervenir sur 2 domaines d'action : le recouvrement et l'assistanat à l'équipe.  Recouvrement : Vous mettez en œuvre des actions de recouvrement en vue d'obtenir le paiement des sommes dues par les locataires présents en précontentieux et contentieux.  L'analyse des dossiers d'impayés (du 1er incident à la sortie) : -         Evaluation de la situation des locataires en impayé -         Prise de contact avec les locataires (à l'agence ou à domicile) -         Traitement des impayés sur le secteur du Finistère et interventions auprès des locataires et partenaires externes (services sociaux, CAF, .) -         Négociation de plan d'apurement et suivi du respect des engagements des locataires -         Orientation des locataires vers les services compétents  ·        La gestion des impayés : -         Traitement de la relance et suivi de l'évolution des dossiers en lien avec les partenaires-         Initier le déclenchement des procédures judiciaires et d'exécution si nécessaire -         Négociation, traitement et suivi des dossiers de surendettement avec la Banque de France et les locataires -         Traitement des encaissements-         Signature des baux après résiliation judiciaire ·        L'analyse technique des situations individuelles-         Réalisation d'enquêtes sociales en amont de la Commission des Locataires en difficultés, rédaction d'un rapport qui sera présenté aux membres de la CLD, participation et animation de cette commission ·        La représentation de l'entreprise en externe-         Représentation de la société et participation aux diverses commissions et réunions : CCAPEX, CI-FSL-         Contribution à la qualité de notre collaboration avec les partenaires sociaux   Assistanat à l'équipe :  · L'accueil téléphonique et physique des locataires · L'assistance administrative auprès de vos collègues avec notamment le traitement des réclamations· l'enregistrement des demandes de logements ou renouvellement· la prospection et la préparation des dossiers pour le passage en commission d'attribution, · la gestion des relances auprès des entreprises· la gestion des tdv classiques· la gestion d'accès aux résidences (aux changements de locataires et pour les entreprises)· l'intendance de l'agence (courriers, fournitures .)  Profil : Formation Bac +2 orienté social (DE CESF, BTS ESF .)Profil travailleur social Vous justifiez une Expérience de 2 ans minimum La connaissance du secteur de l'immobilier social et des dispositifs sociaux serait un atoutVous avez le sens au service client?Vous aimez le travail en équipe?Vous êtes autonome et réactif(ve)Vous êtes reconnu(e) pour votre travail organisé?Vous avez des qualités relationnelles et rédactionnelles?Vous avez le sens de l'écoute et de l'analyse?Alors Postulez! Poste est à pourvoir au plus vite. en intérim pour 1 mois avec perspective de CDIInformations Complémentaires :Salaire : 12€b/h + prime 13è mois (1€b/h) + prime vacances (0.46€b/h)Temps de travail : 35H/semHoraires : 9H-12h30 / 13H30-17H00 du lundi au vendrediPossibilité d'avoir des titres restaurant : valeur faciale de 9€, dont 3.60€ à la charge du collaborateurVous êtes intéressé(e) par cette offre d'emploi, merci de postuler en ligne.   Date de début de contrat : 15/04/2021"
